source_row_id,event_id,subscriber_id,site_id,event_time,usage_type,usage_value,usage_unit,charge_amount,updated_at
usage_events-002623,EV-0002623,SU-00123,ST-0013,2026-01-13T17:54:00Z,data,238.5,mb,4.00,2026-01-13T17:54:00Z
usage_events-002624,EV-0002624,SU-00124,ST-0014,2026-01-13T18:01:00Z,data,219.1,mb,4.73,2026-01-13T18:01:00Z
usage_events-002625,EV-0002625,SU-00125,ST-0015,2026-01-13T18:08:00Z,sms,455.4,messages,4.80,2026-01-13T18:08:00Z
usage_events-002626,EV-0002626,SU-00126,ST-0016,2026-01-13T18:15:00Z,data,61.0,mb,0.51,2026-01-13T18:15:00Z
usage_events-002627,EV-0002627,SU-00127,ST-0017,2026-01-13T18:22:00Z,voice,351.8,minutes,1.44,2026-01-13T18:22:00Z
usage_events-002628,EV-0002628,SU-00128,ST-0018,2026-01-13T18:29:00Z,data,489.3,mb,0.29,2026-01-13T18:29:00Z
usage_events-002629,EV-0002629,SU-00129,ST-0019,2026-01-13T18:36:00Z,voice,469.1,minutes,1.53,2026-01-13T18:36:00Z
usage_events-002630,EV-0002630,SU-00130,ST-0020,2026-01-13T18:43:00Z,voice,382.6,minutes,1.10,2026-01-13T18:43:00Z
usage_events-002631,EV-0002631,SU-00131,ST-0021,2026-01-13T18:50:00Z,voice,164.4,minutes,4.73,2026-01-13T18:50:00Z
usage_events-002632,EV-0002632,SU-00132,ST-0022,2026-01-13T18:57:00Z,voice,320.9,minutes,3.98,2026-01-13T18:57:00Z
usage_events-002633,EV-0002633,SU-00133,ST-0023,2026-01-13T19:04:00Z,voice,73.8,minutes,2.29,2026-01-13T19:04:00Z
usage_events-002634,EV-0002634,SU-00134,ST-0024,2026-01-13T19:11:00Z,sms,488.5,messages,3.61,2026-01-13T19:11:00Z
usage_events-002635,EV-0002635,SU-00135,ST-0025,2026-01-13T19:18:00Z,voice,270.0,minutes,1.74,2026-01-13T19:18:00Z
usage_events-002636,EV-0002636,SU-00136,ST-0026,2026-01-13T19:25:00Z,sms,462.7,messages,4.51,2026-01-13T19:25:00Z
usage_events-002637,EV-0002637,SU-00137,ST-0027,2026-01-13T19:32:00Z,data,107.2,mb,4.31,2026-01-13T19:32:00Z
usage_events-002638,EV-0002638,SU-00138,ST-0028,2026-01-13T19:39:00Z,data,338.4,mb,0.81,2026-01-13T19:39:00Z
usage_events-002639,EV-0002639,SU-00139,ST-0029,2026-01-13T19:46:00Z,sms,78.9,messages,0.73,2026-01-13T19:46:00Z
usage_events-002640,EV-0002640,SU-00140,ST-0030,2026-01-13T19:53:00Z,data,254.8,mb,0.81,2026-01-13T19:53:00Z
usage_events-002641,EV-0002641,SU-00141,ST-0001,2026-01-13T20:00:00Z,data,144.1,mb,4.91,2026-01-13T20:00:00Z
usage_events-002642,EV-0002642,SU-00142,ST-0002,2026-01-13T20:07:00Z,data,470.0,mb,2.12,2026-01-13T20:07:00Z
usage_events-002643,EV-0002643,SU-00143,ST-0003,2026-01-13T20:14:00Z,sms,141.5,messages,0.66,2026-01-13T20:14:00Z
usage_events-002644,EV-0002644,SU-00144,ST-0004,2026-01-13T20:21:00Z,voice,290.6,minutes,2.48,2026-01-13T20:21:00Z
usage_events-002645,EV-0002645,SU-00145,ST-0005,2026-01-13T20:28:00Z,sms,211.2,messages,1.69,2026-01-13T20:28:00Z
usage_events-002646,EV-0002646,SU-00146,ST-0006,2026-01-13T20:35:00Z,data,188.5,mb,3.64,2026-01-13T20:35:00Z
usage_events-002647,EV-0002647,SU-00147,ST-0007,2026-01-13T20:42:00Z,voice,3.4,minutes,1.62,2026-01-13T20:42:00Z
usage_events-002648,EV-0002648,SU-00148,ST-0008,2026-01-13T20:49:00Z,data,339.0,mb,1.01,2026-01-13T20:49:00Z
usage_events-002649,EV-0002649,SU-00149,ST-0009,2026-01-13T20:56:00Z,voice,6.0,minutes,2.05,2026-01-13T20:56:00Z
usage_events-002650,EV-0002650,SU-00150,ST-0010,2026-01-13T21:03:00Z,data,441.2,mb,3.14,2026-01-13T21:03:00Z
usage_events-002651,EV-0002651,SU-00151,ST-0011,2026-01-13T21:10:00Z,data,195.6,mb,2.11,2026-01-13T21:10:00Z
usage_events-002652,EV-0002652,SU-00152,ST-0012,2026-01-13T21:17:00Z,data,68.3,mb,0.88,2026-01-13T21:17:00Z
usage_events-002653,EV-0002653,SU-00153,ST-0013,2026-01-13T21:24:00Z,sms,58.1,messages,4.19,2026-01-13T21:24:00Z
usage_events-002654,EV-0002654,SU-00154,ST-0014,2026-01-13T21:31:00Z,voice,340.8,minutes,0.27,2026-01-13T21:31:00Z
usage_events-002655,EV-0002655,SU-00155,ST-0015,2026-01-13T21:38:00Z,sms,330.9,messages,3.38,2026-01-13T21:38:00Z
usage_events-002656,EV-0002656,SU-00156,ST-0016,2026-01-13T21:45:00Z,voice,56.3,minutes,4.21,2026-01-13T21:45:00Z
usage_events-002657,EV-0002657,SU-00157,ST-0017,2026-01-13T21:52:00Z,data,429.4,mb,2.74,2026-01-13T21:52:00Z
usage_events-002658,EV-0002658,SU-00158,ST-0018,2026-01-13T21:59:00Z,voice,419.7,minutes,0.66,2026-01-13T21:59:00Z
usage_events-002659,EV-0002659,SU-00159,ST-0019,2026-01-13T22:06:00Z,sms,361.3,messages,4.31,2026-01-13T22:06:00Z
usage_events-002660,EV-0002660,SU-00160,ST-0020,2026-01-13T22:13:00Z,sms,405.1,messages,4.35,2026-01-13T22:13:00Z
usage_events-002661,EV-0002661,SU-00161,ST-0021,2026-01-13T22:20:00Z,sms,195.8,messages,0.89,2026-01-13T22:20:00Z
usage_events-002662,EV-0002662,SU-00162,ST-0022,2026-01-13T22:27:00Z,voice,262.5,minutes,1.86,2026-01-13T22:27:00Z
usage_events-002663,EV-0002663,SU-00163,ST-0023,2026-01-13T22:34:00Z,data,466.0,mb,0.02,2026-01-13T22:34:00Z
usage_events-002664,EV-0002664,SU-00164,ST-0024,2026-01-13T22:41:00Z,sms,201.5,messages,1.14,2026-01-13T22:41:00Z
usage_events-002665,EV-0002665,SU-00165,ST-0025,2026-01-13T22:48:00Z,voice,271.3,minutes,4.92,2026-01-13T22:48:00Z
usage_events-002666,EV-0002666,SU-00166,ST-0026,2026-01-13T22:55:00Z,data,149.4,mb,1.39,2026-01-13T22:55:00Z
usage_events-002667,EV-0002667,SU-00167,ST-0027,2026-01-13T23:02:00Z,data,188.3,mb,1.94,2026-01-13T23:02:00Z
usage_events-002668,EV-0002668,SU-00168,ST-0028,2026-01-13T23:09:00Z,voice,399.7,minutes,1.44,2026-01-13T23:09:00Z
usage_events-002669,EV-0002669,SU-00169,ST-0029,2026-01-13T23:16:00Z,voice,42.2,minutes,0.45,2026-01-13T23:16:00Z
usage_events-002670,EV-0002670,SU-00170,ST-0030,2026-01-13T23:23:00Z,sms,242.3,messages,4.11,2026-01-13T23:23:00Z
usage_events-002671,EV-0002671,SU-00171,ST-0001,2026-01-13T23:30:00Z,data,12.4,mb,4.38,2026-01-13T23:30:00Z
usage_events-002672,EV-0002672,SU-00172,ST-0002,2026-01-13T23:37:00Z,data,435.3,mb,3.22,2026-01-13T23:37:00Z
usage_events-002673,EV-0002673,SU-00173,ST-0003,2026-01-13T23:44:00Z,sms,128.0,messages,4.13,2026-01-13T23:44:00Z
usage_events-002674,EV-0002674,SU-00174,ST-0004,2026-01-13T23:51:00Z,voice,135.5,minutes,4.40,2026-01-13T23:51:00Z
usage_events-002675,EV-0002675,SU-00175,ST-0005,2026-01-13T23:58:00Z,voice,16.5,minutes,0.45,2026-01-13T23:58:00Z
usage_events-002676,EV-0002676,SU-00176,ST-0006,2026-01-14T00:05:00Z,data,20.6,mb,2.98,2026-01-14T00:05:00Z
usage_events-002677,EV-0002677,SU-00177,ST-0007,2026-01-14T00:12:00Z,sms,282.7,messages,1.88,2026-01-14T00:12:00Z
usage_events-002678,EV-0002678,SU-00178,ST-0008,2026-01-14T00:19:00Z,data,449.0,mb,3.38,2026-01-14T00:19:00Z
usage_events-002679,EV-0002679,SU-00179,ST-0009,2026-01-14T00:26:00Z,data,486.8,mb,4.79,2026-01-14T00:26:00Z
usage_events-002680,EV-0002680,SU-00180,ST-0010,2026-01-14T00:33:00Z,data,150.5,mb,2.89,2026-01-14T00:33:00Z
usage_events-002681,EV-0002681,SU-00181,ST-0011,2026-01-14T00:40:00Z,voice,4.2,minutes,4.68,2026-01-14T00:40:00Z
usage_events-002682,EV-0002682,SU-00182,ST-0012,2026-01-14T00:47:00Z,voice,498.6,minutes,4.94,2026-01-14T00:47:00Z
usage_events-002683,EV-0002683,SU-00183,ST-0013,2026-01-14T00:54:00Z,data,188.6,mb,2.41,2026-01-14T00:54:00Z
usage_events-002684,EV-0002684,SU-00184,ST-0014,2026-01-14T01:01:00Z,voice,461.5,minutes,4.37,2026-01-14T01:01:00Z
usage_events-002685,EV-0002685,SU-00185,ST-0015,2026-01-14T01:08:00Z,data,439.3,mb,3.71,2026-01-14T01:08:00Z
usage_events-002686,EV-0002686,SU-00186,ST-0016,2026-01-14T01:15:00Z,data,446.6,mb,3.33,2026-01-14T01:15:00Z
usage_events-002687,EV-0002687,SU-00187,ST-0017,2026-01-14T01:22:00Z,data,80.3,mb,1.76,2026-01-14T01:22:00Z
usage_events-002688,EV-0002688,SU-00188,ST-0018,2026-01-14T01:29:00Z,sms,259.8,messages,4.11,2026-01-14T01:29:00Z
usage_events-002689,EV-0002689,SU-00189,ST-0019,2026-01-14T01:36:00Z,data,305.6,mb,0.45,2026-01-14T01:36:00Z
usage_events-002690,EV-0002690,SU-00190,ST-0020,2026-01-14T01:43:00Z,sms,204.3,messages,3.58,2026-01-14T01:43:00Z
usage_events-002691,EV-0002691,SU-00191,ST-0021,2026-01-14T01:50:00Z,data,21.4,mb,2.96,2026-01-14T01:50:00Z
usage_events-002692,EV-0002692,SU-00192,ST-0022,2026-01-14T01:57:00Z,sms,110.3,messages,3.77,2026-01-14T01:57:00Z
usage_events-002693,EV-0002693,SU-00193,ST-0023,2026-01-14T02:04:00Z,voice,114.3,minutes,3.40,2026-01-14T02:04:00Z
usage_events-002694,EV-0002694,SU-00194,ST-0024,2026-01-14T02:11:00Z,sms,61.9,messages,2.08,2026-01-14T02:11:00Z
usage_events-002695,EV-0002695,SU-00195,ST-0025,2026-01-14T02:18:00Z,voice,336.8,minutes,4.09,2026-01-14T02:18:00Z
usage_events-002696,EV-0002696,SU-00196,ST-0026,2026-01-14T02:25:00Z,data,264.8,mb,1.05,2026-01-14T02:25:00Z
usage_events-002697,EV-0002697,SU-00197,ST-0027,2026-01-14T02:32:00Z,data,433.8,mb,2.67,2026-01-14T02:32:00Z
usage_events-002698,EV-0002698,SU-00198,ST-0028,2026-01-14T02:39:00Z,sms,214.9,messages,1.72,2026-01-14T02:39:00Z
usage_events-002699,EV-0002699,SU-00199,ST-0029,2026-01-14T02:46:00Z,voice,84.4,minutes,2.02,2026-01-14T02:46:00Z
usage_events-002700,EV-0002700,SU-00200,ST-0030,2026-01-14T02:53:00Z,voice,49.1,minutes,0.18,2026-01-14T02:53:00Z
usage_events-002701,EV-0002701,SU-00201,ST-0001,2026-01-14T03:00:00Z,voice,371.5,minutes,0.77,2026-01-14T03:00:00Z
usage_events-002702,EV-0002702,SU-00202,ST-0002,2026-01-14T03:07:00Z,data,484.2,mb,3.01,2026-01-14T03:07:00Z
usage_events-002703,EV-0002703,SU-00203,ST-0003,2026-01-14T03:14:00Z,sms,429.9,messages,3.22,2026-01-14T03:14:00Z
usage_events-002704,EV-0002704,SU-00204,ST-0004,2026-01-14T03:21:00Z,sms,447.8,messages,3.77,2026-01-14T03:21:00Z
usage_events-002705,EV-0002705,SU-00205,ST-0005,2026-01-14T03:28:00Z,data,68.1,mb,4.95,2026-01-14T03:28:00Z
usage_events-002706,EV-0002706,SU-00206,ST-0006,2026-01-14T03:35:00Z,data,238.2,mb,2.83,2026-01-14T03:35:00Z
usage_events-002707,EV-0002707,SU-00207,ST-0007,2026-01-14T03:42:00Z,data,331.0,mb,3.01,2026-01-14T03:42:00Z
usage_events-002708,EV-0002708,SU-00208,ST-0008,2026-01-14T03:49:00Z,data,256.8,mb,2.95,2026-01-14T03:49:00Z
usage_events-002709,EV-0002709,SU-00209,ST-0009,2026-01-14T03:56:00Z,voice,166.7,minutes,4.85,2026-01-14T03:56:00Z
usage_events-002710,EV-0002710,SU-00210,ST-0010,2026-01-14T04:03:00Z,sms,209.7,messages,2.29,2026-01-14T04:03:00Z
usage_events-002711,EV-0002711,SU-00211,ST-0011,2026-01-14T04:10:00Z,voice,376.5,minutes,4.02,2026-01-14T04:10:00Z
usage_events-002712,EV-0002712,SU-00212,ST-0012,2026-01-14T04:17:00Z,sms,240.3,messages,2.27,2026-01-14T04:17:00Z
usage_events-002713,EV-0002713,SU-00213,ST-0013,2026-01-14T04:24:00Z,data,338.4,mb,2.94,2026-01-14T04:24:00Z
usage_events-002714,EV-0002714,SU-00214,ST-0014,2026-01-14T04:31:00Z,data,481.4,mb,4.07,2026-01-14T04:31:00Z
usage_events-002715,EV-0002715,SU-00215,ST-0015,2026-01-14T04:38:00Z,sms,303.1,messages,1.46,2026-01-14T04:38:00Z
usage_events-002716,EV-0002716,SU-00216,ST-0016,2026-01-14T04:45:00Z,sms,171.2,messages,4.94,2026-01-14T04:45:00Z
usage_events-002717,EV-0002717,SU-00217,ST-0017,2026-01-14T04:52:00Z,voice,323.6,minutes,2.42,2026-01-14T04:52:00Z
usage_events-002718,EV-0002718,SU-00218,ST-0018,2026-01-14T04:59:00Z,sms,217.0,messages,4.27,2026-01-14T04:59:00Z
usage_events-002719,EV-0002719,SU-00219,ST-0019,2026-01-14T05:06:00Z,voice,220.9,minutes,0.06,2026-01-14T05:06:00Z
usage_events-002720,EV-0002720,SU-00220,ST-0020,2026-01-14T05:13:00Z,data,97.1,mb,3.74,2026-01-14T05:13:00Z
usage_events-002721,EV-0002721,SU-00221,ST-0021,2026-01-14T05:20:00Z,data,144.7,mb,0.42,2026-01-14T05:20:00Z
usage_events-002722,EV-0002722,SU-00222,ST-0022,2026-01-14T05:27:00Z,data,96.1,mb,2.01,2026-01-14T05:27:00Z
usage_events-002723,EV-0002723,SU-00223,ST-0023,2026-01-14T05:34:00Z,voice,96.5,minutes,0.30,2026-01-14T05:34:00Z
usage_events-002724,EV-0002724,SU-00224,ST-0024,2026-01-14T05:41:00Z,data,304.7,mb,3.85,2026-01-14T05:41:00Z
usage_events-002725,EV-0002725,SU-00225,ST-0025,2026-01-14T05:48:00Z,sms,405.8,messages,3.50,2026-01-14T05:48:00Z
usage_events-002726,EV-0002726,SU-00226,ST-0026,2026-01-14T05:55:00Z,data,371.0,mb,2.85,2026-01-14T05:55:00Z
usage_events-002727,EV-0002727,SU-00227,ST-0027,2026-01-14T06:02:00Z,sms,66.8,messages,2.90,2026-01-14T06:02:00Z
usage_events-002728,EV-0002728,SU-00228,ST-0028,2026-01-14T06:09:00Z,data,278.5,mb,1.51,2026-01-14T06:09:00Z
usage_events-002729,EV-0002729,SU-00229,ST-0029,2026-01-14T06:16:00Z,voice,443.4,minutes,2.77,2026-01-14T06:16:00Z
usage_events-002730,EV-0002730,SU-00230,ST-0030,2026-01-14T06:23:00Z,data,263.1,mb,4.44,2026-01-14T06:23:00Z
usage_events-002731,EV-0002731,SU-00231,ST-0001,2026-01-14T06:30:00Z,data,268.7,mb,3.04,2026-01-14T06:30:00Z
usage_events-002732,EV-0002732,SU-00232,ST-0002,2026-01-14T06:37:00Z,data,110.0,mb,0.17,2026-01-14T06:37:00Z
usage_events-002733,EV-0002733,SU-00233,ST-0003,2026-01-14T06:44:00Z,data,420.6,mb,4.57,2026-01-14T06:44:00Z
usage_events-002734,EV-0002734,SU-00234,ST-0004,2026-01-14T06:51:00Z,voice,8.6,minutes,2.62,2026-01-14T06:51:00Z
usage_events-002735,EV-0002735,SU-00235,ST-0005,2026-01-14T06:58:00Z,data,80.9,mb,3.14,2026-01-14T06:58:00Z
usage_events-002736,EV-0002736,SU-00236,ST-0006,2026-01-14T07:05:00Z,sms,457.7,messages,2.61,2026-01-14T07:05:00Z
usage_events-002737,EV-0002737,SU-00237,ST-0007,2026-01-14T07:12:00Z,data,282.0,mb,3.65,2026-01-14T07:12:00Z
usage_events-002738,EV-0002738,SU-00238,ST-0008,2026-01-14T07:19:00Z,sms,13.9,messages,1.52,2026-01-14T07:19:00Z
usage_events-002739,EV-0002739,SU-00239,ST-0009,2026-01-14T07:26:00Z,voice,22.6,minutes,0.25,2026-01-14T07:26:00Z
usage_events-002740,EV-0002740,SU-00240,ST-0010,2026-01-14T07:33:00Z,sms,334.6,messages,4.96,2026-01-14T07:33:00Z
usage_events-002741,EV-0002741,SU-00241,ST-0011,2026-01-14T07:40:00Z,data,424.1,mb,2.21,2026-01-14T07:40:00Z
usage_events-002742,EV-0002742,SU-00242,ST-0012,2026-01-14T07:47:00Z,data,192.1,mb,4.37,2026-01-14T07:47:00Z
usage_events-002743,EV-0002743,SU-00243,ST-0013,2026-01-14T07:54:00Z,sms,416.2,messages,4.37,2026-01-14T07:54:00Z
usage_events-002744,EV-0002744,SU-00244,ST-0014,2026-01-14T08:01:00Z,sms,165.2,messages,1.07,2026-01-14T08:01:00Z
usage_events-002745,EV-0002745,SU-00245,ST-0015,2026-01-14T08:08:00Z,voice,74.9,minutes,1.06,2026-01-14T08:08:00Z
usage_events-002746,EV-0002746,SU-00246,ST-0016,2026-01-14T08:15:00Z,voice,209.4,minutes,1.78,2026-01-14T08:15:00Z
usage_events-002747,EV-0002747,SU-00247,ST-0017,2026-01-14T08:22:00Z,data,246.0,mb,1.46,2026-01-14T08:22:00Z
usage_events-002748,EV-0002748,SU-00248,ST-0018,2026-01-14T08:29:00Z,voice,319.5,minutes,2.76,2026-01-14T08:29:00Z
usage_events-002749,EV-0002749,SU-00249,ST-0019,2026-01-14T08:36:00Z,sms,301.8,messages,2.91,2026-01-14T08:36:00Z
usage_events-002750,EV-0002750,SU-00250,ST-0020,2026-01-14T08:43:00Z,data,233.8,mb,2.25,2026-01-14T08:43:00Z
usage_events-002751,EV-0002751,SU-00001,ST-0021,2026-01-14T08:50:00Z,voice,286.9,minutes,0.98,2026-01-14T08:50:00Z
usage_events-002752,EV-0002752,SU-00002,ST-0022,2026-01-14T08:57:00Z,sms,256.4,messages,1.03,2026-01-14T08:57:00Z
usage_events-002753,EV-0002753,SU-00003,ST-0023,2026-01-14T09:04:00Z,data,49.0,mb,3.15,2026-01-14T09:04:00Z
usage_events-002754,EV-0002754,SU-00004,ST-0024,2026-01-14T09:11:00Z,sms,72.8,messages,2.73,2026-01-14T09:11:00Z
usage_events-002755,EV-0002755,SU-00005,ST-0025,2026-01-14T09:18:00Z,voice,83.6,minutes,2.85,2026-01-14T09:18:00Z
usage_events-002756,EV-0002756,SU-00006,ST-0026,2026-01-14T09:25:00Z,voice,110.5,minutes,0.43,2026-01-14T09:25:00Z
usage_events-002757,EV-0002757,SU-00007,ST-0027,2026-01-14T09:32:00Z,sms,205.3,messages,2.39,2026-01-14T09:32:00Z
usage_events-002758,EV-0002758,SU-00008,ST-0028,2026-01-14T09:39:00Z,sms,375.0,messages,3.22,2026-01-14T09:39:00Z
usage_events-002759,EV-0002759,SU-00009,ST-0029,2026-01-14T09:46:00Z,voice,251.7,minutes,1.49,2026-01-14T09:46:00Z
usage_events-002760,EV-0002760,SU-00010,ST-0030,2026-01-14T09:53:00Z,data,497.7,mb,3.96,2026-01-14T09:53:00Z
usage_events-002761,EV-0002761,SU-00011,ST-0001,2026-01-14T10:00:00Z,data,250.0,mb,0.80,2026-01-14T10:00:00Z
usage_events-002762,EV-0002762,SU-00012,ST-0002,2026-01-14T10:07:00Z,sms,327.5,messages,4.49,2026-01-14T10:07:00Z
usage_events-002763,EV-0002763,SU-00013,ST-0003,2026-01-14T10:14:00Z,sms,120.1,messages,4.56,2026-01-14T10:14:00Z
usage_events-002764,EV-0002764,SU-00014,ST-0004,2026-01-14T10:21:00Z,voice,391.9,minutes,0.69,2026-01-14T10:21:00Z
usage_events-002765,EV-0002765,SU-00015,ST-0005,2026-01-14T10:28:00Z,voice,235.8,minutes,4.42,2026-01-14T10:28:00Z
usage_events-002766,EV-0002766,SU-00016,ST-0006,2026-01-14T10:35:00Z,voice,437.7,minutes,2.85,2026-01-14T10:35:00Z
usage_events-002767,EV-0002767,SU-00017,ST-0007,2026-01-14T10:42:00Z,data,378.9,mb,1.89,2026-01-14T10:42:00Z
usage_events-002768,EV-0002768,SU-00018,ST-0008,2026-01-14T10:49:00Z,data,124.8,mb,1.25,2026-01-14T10:49:00Z
usage_events-002769,EV-0002769,SU-00019,ST-0009,2026-01-14T10:56:00Z,sms,423.4,messages,3.55,2026-01-14T10:56:00Z
usage_events-002770,EV-0002770,SU-00020,ST-0010,2026-01-14T11:03:00Z,data,249.9,mb,0.06,2026-01-14T11:03:00Z
usage_events-002771,EV-0002771,SU-00021,ST-0011,2026-01-14T11:10:00Z,voice,100.9,minutes,0.26,2026-01-14T11:10:00Z
usage_events-002772,EV-0002772,SU-00022,ST-0012,2026-01-14T11:17:00Z,voice,199.4,minutes,4.81,2026-01-14T11:17:00Z
usage_events-002773,EV-0002773,SU-00023,ST-0013,2026-01-14T11:24:00Z,data,398.9,mb,0.29,2026-01-14T11:24:00Z
usage_events-002774,EV-0002774,SU-00024,ST-0014,2026-01-14T11:31:00Z,sms,395.0,messages,0.68,2026-01-14T11:31:00Z
usage_events-002775,EV-0002775,SU-00025,ST-0015,2026-01-14T11:38:00Z,data,231.1,mb,3.94,2026-01-14T11:38:00Z
usage_events-002776,EV-0002776,SU-00026,ST-0016,2026-01-14T11:45:00Z,data,122.9,mb,0.79,2026-01-14T11:45:00Z
usage_events-002777,EV-0002777,SU-00027,ST-0017,2026-01-14T11:52:00Z,voice,409.8,minutes,4.26,2026-01-14T11:52:00Z
usage_events-002778,EV-0002778,SU-00028,ST-0018,2026-01-14T11:59:00Z,data,102.7,mb,0.49,2026-01-14T11:59:00Z
usage_events-002779,EV-0002779,SU-00029,ST-0019,2026-01-14T12:06:00Z,voice,385.2,minutes,0.22,2026-01-14T12:06:00Z
usage_events-002780,EV-0002780,SU-00030,ST-0020,2026-01-14T12:13:00Z,data,280.7,mb,1.15,2026-01-14T12:13:00Z
usage_events-002781,EV-0002781,SU-00031,ST-0021,2026-01-14T12:20:00Z,voice,199.3,minutes,0.08,2026-01-14T12:20:00Z
usage_events-002782,EV-0002782,SU-00032,ST-0022,2026-01-14T12:27:00Z,sms,491.8,messages,3.16,2026-01-14T12:27:00Z
usage_events-002783,EV-0002783,SU-00033,ST-0023,2026-01-14T12:34:00Z,voice,318.3,minutes,1.17,2026-01-14T12:34:00Z
usage_events-002784,EV-0002784,SU-00034,ST-0024,2026-01-14T12:41:00Z,sms,249.2,messages,1.07,2026-01-14T12:41:00Z
usage_events-002785,EV-0002785,SU-00035,ST-0025,2026-01-14T12:48:00Z,data,43.4,mb,1.92,2026-01-14T12:48:00Z
usage_events-002786,EV-0002786,SU-00036,ST-0026,2026-01-14T12:55:00Z,data,431.4,mb,3.96,2026-01-14T12:55:00Z
usage_events-002787,EV-0002787,SU-00037,ST-0027,2026-01-14T13:02:00Z,data,55.0,mb,5.00,2026-01-14T13:02:00Z
usage_events-002788,EV-0002788,SU-00038,ST-0028,2026-01-14T13:09:00Z,sms,136.2,messages,2.98,2026-01-14T13:09:00Z
usage_events-002789,EV-0002789,SU-00039,ST-0029,2026-01-14T13:16:00Z,sms,255.0,messages,0.80,2026-01-14T13:16:00Z
usage_events-002790,EV-0002790,SU-00040,ST-0030,2026-01-14T13:23:00Z,voice,106.8,minutes,2.71,2026-01-14T13:23:00Z
usage_events-002791,EV-0002791,SU-00041,ST-0001,2026-01-14T13:30:00Z,sms,244.5,messages,0.50,2026-01-14T13:30:00Z
usage_events-002792,EV-0002792,SU-00042,ST-0002,2026-01-14T13:37:00Z,sms,47.5,messages,1.39,2026-01-14T13:37:00Z
usage_events-002793,EV-0002793,SU-00043,ST-0003,2026-01-14T13:44:00Z,data,69.3,mb,2.95,2026-01-14T13:44:00Z
usage_events-002794,EV-0002794,SU-00044,ST-0004,2026-01-14T13:51:00Z,data,316.3,mb,3.49,2026-01-14T13:51:00Z
usage_events-002795,EV-0002795,SU-00045,ST-0005,2026-01-14T13:58:00Z,sms,449.2,messages,4.19,2026-01-14T13:58:00Z
usage_events-002796,EV-0002796,SU-00046,ST-0006,2026-01-14T14:05:00Z,data,483.4,mb,1.77,2026-01-14T14:05:00Z
usage_events-002797,EV-0002797,SU-00047,ST-0007,2026-01-14T14:12:00Z,sms,142.0,messages,0.66,2026-01-14T14:12:00Z
usage_events-002798,EV-0002798,SU-00048,ST-0008,2026-01-14T14:19:00Z,sms,367.7,messages,0.18,2026-01-14T14:19:00Z
usage_events-002799,EV-0002799,SU-00049,ST-0009,2026-01-14T14:26:00Z,data,201.2,mb,1.90,2026-01-14T14:26:00Z
usage_events-002800,EV-0002800,SU-00050,ST-0010,2026-01-14T14:33:00Z,data,266.3,mb,1.90,2026-01-14T14:33:00Z
usage_events-002801,EV-0002801,SU-00051,ST-0011,2026-01-14T14:40:00Z,sms,241.3,messages,3.57,2026-01-14T14:40:00Z
usage_events-002802,EV-0002802,SU-00052,ST-0012,2026-01-14T14:47:00Z,data,370.6,mb,4.26,2026-01-14T14:47:00Z
usage_events-002803,EV-0002803,SU-00053,ST-0013,2026-01-14T14:54:00Z,sms,463.9,messages,1.82,2026-01-14T14:54:00Z
usage_events-002804,EV-0002804,SU-00054,ST-0014,2026-01-14T15:01:00Z,data,449.0,mb,2.71,2026-01-14T15:01:00Z
usage_events-002805,EV-0002805,SU-00055,ST-0015,2026-01-14T15:08:00Z,voice,101.4,minutes,0.85,2026-01-14T15:08:00Z
usage_events-002806,EV-0002806,SU-00056,ST-0016,2026-01-14T15:15:00Z,data,428.5,mb,0.01,2026-01-14T15:15:00Z
usage_events-002807,EV-0002807,SU-00057,ST-0017,2026-01-14T15:22:00Z,voice,464.8,minutes,0.35,2026-01-14T15:22:00Z
usage_events-002808,EV-0002808,SU-00058,ST-0018,2026-01-14T15:29:00Z,voice,296.2,minutes,4.45,2026-01-14T15:29:00Z
usage_events-002809,EV-0002809,SU-00059,ST-0019,2026-01-14T15:36:00Z,data,179.7,mb,3.37,2026-01-14T15:36:00Z
usage_events-002810,EV-0002810,SU-00060,ST-0020,2026-01-14T15:43:00Z,sms,279.7,messages,1.15,2026-01-14T15:43:00Z
usage_events-002811,EV-0002811,SU-00061,ST-0021,2026-01-14T15:50:00Z,voice,224.4,minutes,2.67,2026-01-14T15:50:00Z
usage_events-002812,EV-0002812,SU-00062,ST-0022,2026-01-14T15:57:00Z,voice,487.5,minutes,4.06,2026-01-14T15:57:00Z
usage_events-002813,EV-0002813,SU-00063,ST-0023,2026-01-14T16:04:00Z,voice,139.4,minutes,1.25,2026-01-14T16:04:00Z
usage_events-002814,EV-0002814,SU-00064,ST-0024,2026-01-14T16:11:00Z,data,118.8,mb,0.98,2026-01-14T16:11:00Z
usage_events-002815,EV-0002815,SU-00065,ST-0025,2026-01-14T16:18:00Z,data,232.7,mb,1.61,2026-01-14T16:18:00Z
usage_events-002816,EV-0002816,SU-00066,ST-0026,2026-01-14T16:25:00Z,data,333.4,mb,3.63,2026-01-14T16:25:00Z
usage_events-002817,EV-0002817,SU-00067,ST-0027,2026-01-14T16:32:00Z,sms,443.9,messages,2.31,2026-01-14T16:32:00Z
usage_events-002818,EV-0002818,SU-00068,ST-0028,2026-01-14T16:39:00Z,data,464.6,mb,3.90,2026-01-14T16:39:00Z
