source_row_id,transaction_id,account_id,event_time,transaction_type,channel,merchant_category,currency,amount,status,updated_at
transactions-002296,TX-0002296,AC-00056,2026-01-18T12:45:00Z,credit,mobile,travel,USD,223.25,posted,2026-01-18T12:45:00Z
transactions-002297,TX-0002297,AC-00057,2026-01-18T12:56:00Z,refund,branch,services,USD,169.25,posted,2026-01-18T12:56:00Z
transactions-002298,TX-0002298,AC-00058,2026-01-18T13:07:00Z,debit,mobile,utilities,USD,184.50,posted,2026-01-18T13:07:00Z
transactions-002299,TX-0002299,AC-00059,2026-01-18T13:18:00Z,debit,card,grocery,USD,132.50,posted,2026-01-18T13:18:00Z
transactions-002300,TX-0002300,AC-00060,2026-01-18T13:29:00Z,credit,mobile,travel,USD,36.75,posted,2026-01-18T13:29:00Z
transactions-002301,TX-0002301,AC-00061,2026-01-18T13:40:00Z,debit,atm,grocery,USD,237.50,posted,2026-01-18T13:40:00Z
transactions-002302,TX-0002302,AC-00062,2026-01-18T13:51:00Z,debit,branch,grocery,USD,45.75,posted,2026-01-18T13:51:00Z
transactions-002303,TX-0002303,AC-00063,2026-01-18T14:02:00Z,refund,mobile,services,USD,182.50,posted,2026-01-18T14:02:00Z
transactions-002304,TX-0002304,AC-00064,2026-01-18T14:13:00Z,debit,mobile,travel,USD,52.50,posted,2026-01-18T14:13:00Z
transactions-002305,TX-0002305,AC-00065,2026-01-18T14:24:00Z,debit,mobile,travel,USD,22.50,posted,2026-01-18T14:24:00Z
transactions-002306,TX-0002306,AC-00066,2026-01-18T14:35:00Z,debit,branch,utilities,USD,281.75,posted,2026-01-18T14:35:00Z
transactions-002307,TX-0002307,AC-00067,2026-01-18T14:46:00Z,credit,branch,services,USD,69.75,posted,2026-01-18T14:46:00Z
transactions-002308,TX-0002308,AC-00068,2026-01-18T14:57:00Z,credit,atm,services,USD,251.00,posted,2026-01-18T14:57:00Z
transactions-002309,TX-0002309,AC-00069,2026-01-18T15:08:00Z,debit,branch,utilities,USD,196.00,posted,2026-01-18T15:08:00Z
transactions-002310,TX-0002310,AC-00070,2026-01-18T15:19:00Z,credit,atm,services,USD,118.25,posted,2026-01-18T15:19:00Z
transactions-002311,TX-0002311,AC-00071,2026-01-18T15:30:00Z,debit,atm,utilities,USD,78.25,posted,2026-01-18T15:30:00Z
transactions-002312,TX-0002312,AC-00072,2026-01-18T15:41:00Z,credit,mobile,travel,USD,60.25,posted,2026-01-18T15:41:00Z
transactions-002313,TX-0002313,AC-00073,2026-01-18T15:52:00Z,credit,mobile,travel,USD,28.25,posted,2026-01-18T15:52:00Z
transactions-002314,TX-0002314,AC-00074,2026-01-18T16:03:00Z,debit,mobile,utilities,USD,33.50,posted,2026-01-18T16:03:00Z
transactions-002315,TX-0002315,AC-00075,2026-01-18T16:14:00Z,refund,atm,utilities,USD,139.00,posted,2026-01-18T16:14:00Z
transactions-002316,TX-0002316,AC-00076,2026-01-18T16:25:00Z,debit,branch,grocery,USD,297.50,posted,2026-01-18T16:25:00Z
transactions-002317,TX-0002317,AC-00077,2026-01-18T16:36:00Z,refund,branch,services,USD,77.00,posted,2026-01-18T16:36:00Z
transactions-002318,TX-0002318,AC-00078,2026-01-18T16:47:00Z,refund,atm,utilities,USD,81.75,posted,2026-01-18T16:47:00Z
transactions-002319,TX-0002319,AC-00079,2026-01-18T16:58:00Z,refund,atm,services,USD,243.25,posted,2026-01-18T16:58:00Z
transactions-002320,TX-0002320,AC-00080,2026-01-18T17:09:00Z,debit,atm,grocery,USD,76.75,posted,2026-01-18T17:09:00Z
transactions-002321,TX-0002321,AC-00081,2026-01-18T17:20:00Z,credit,branch,services,USD,42.75,posted,2026-01-18T17:20:00Z
transactions-002322,TX-0002322,AC-00082,2026-01-18T17:31:00Z,refund,mobile,services,USD,249.25,posted,2026-01-18T17:31:00Z
transactions-002323,TX-0002323,AC-00083,2026-01-18T17:42:00Z,debit,mobile,utilities,USD,13.25,posted,2026-01-18T17:42:00Z
transactions-002324,TX-0002324,AC-00084,2026-01-18T17:53:00Z,credit,atm,travel,USD,238.75,posted,2026-01-18T17:53:00Z
transactions-002325,TX-0002325,AC-00085,2026-01-18T18:04:00Z,refund,branch,travel,USD,132.25,posted,2026-01-18T18:04:00Z
transactions-002326,TX-0002326,AC-00086,2026-01-18T18:15:00Z,credit,branch,utilities,USD,284.25,posted,2026-01-18T18:15:00Z
transactions-002327,TX-0002327,AC-00087,2026-01-18T18:26:00Z,credit,mobile,services,USD,269.00,posted,2026-01-18T18:26:00Z
transactions-002328,TX-0002328,AC-00088,2026-01-18T18:37:00Z,refund,branch,travel,USD,78.75,posted,2026-01-18T18:37:00Z
transactions-002329,TX-0002329,AC-00089,2026-01-18T18:48:00Z,credit,card,services,USD,168.75,posted,2026-01-18T18:48:00Z
transactions-002330,TX-0002330,AC-00090,2026-01-18T18:59:00Z,credit,branch,travel,USD,192.75,posted,2026-01-18T18:59:00Z
transactions-002331,TX-0002331,AC-00091,2026-01-18T19:10:00Z,refund,branch,services,USD,25.25,posted,2026-01-18T19:10:00Z
transactions-002332,TX-0002332,AC-00092,2026-01-18T19:21:00Z,refund,branch,grocery,USD,70.75,posted,2026-01-18T19:21:00Z
transactions-002333,TX-0002333,AC-00093,2026-01-18T19:32:00Z,refund,branch,travel,USD,3.50,posted,2026-01-18T19:32:00Z
transactions-002334,TX-0002334,AC-00094,2026-01-18T19:43:00Z,debit,branch,travel,USD,36.50,posted,2026-01-18T19:43:00Z
transactions-002335,TX-0002335,AC-00095,2026-01-18T19:54:00Z,refund,branch,travel,USD,151.00,posted,2026-01-18T19:54:00Z
transactions-002336,TX-0002336,AC-00096,2026-01-18T20:05:00Z,refund,branch,utilities,USD,106.50,posted,2026-01-18T20:05:00Z
transactions-002337,TX-0002337,AC-00097,2026-01-18T20:16:00Z,credit,branch,utilities,USD,272.25,posted,2026-01-18T20:16:00Z
transactions-002338,TX-0002338,AC-00098,2026-01-18T20:27:00Z,refund,mobile,utilities,USD,86.50,posted,2026-01-18T20:27:00Z
transactions-002339,TX-0002339,AC-00099,2026-01-18T20:38:00Z,debit,atm,travel,USD,267.75,posted,2026-01-18T20:38:00Z
transactions-002340,TX-0002340,AC-00100,2026-01-18T20:49:00Z,debit,atm,grocery,USD,55.50,posted,2026-01-18T20:49:00Z
transactions-002341,TX-0002341,AC-00101,2026-01-18T21:00:00Z,refund,branch,utilities,USD,296.50,posted,2026-01-18T21:00:00Z
transactions-002342,TX-0002342,AC-00102,2026-01-18T21:11:00Z,debit,branch,services,USD,75.75,posted,2026-01-18T21:11:00Z
transactions-002343,TX-0002343,AC-00103,2026-01-18T21:22:00Z,refund,card,services,USD,127.50,posted,2026-01-18T21:22:00Z
transactions-002344,TX-0002344,AC-00104,2026-01-18T21:33:00Z,credit,atm,services,USD,85.00,posted,2026-01-18T21:33:00Z
transactions-002345,TX-0002345,AC-00105,2026-01-18T21:44:00Z,refund,atm,services,USD,195.75,posted,2026-01-18T21:44:00Z
transactions-002346,TX-0002346,AC-00106,2026-01-18T21:55:00Z,credit,card,grocery,USD,232.50,posted,2026-01-18T21:55:00Z
transactions-002347,TX-0002347,AC-00107,2026-01-18T22:06:00Z,credit,card,travel,USD,49.50,posted,2026-01-18T22:06:00Z
transactions-002348,TX-0002348,AC-00108,2026-01-18T22:17:00Z,credit,atm,travel,USD,102.50,posted,2026-01-18T22:17:00Z
transactions-002349,TX-0002349,AC-00109,2026-01-18T22:28:00Z,credit,mobile,utilities,USD,204.00,posted,2026-01-18T22:28:00Z
transactions-002350,TX-0002350,AC-00110,2026-01-18T22:39:00Z,refund,card,travel,USD,236.00,posted,2026-01-18T22:39:00Z
transactions-002351,TX-0002351,AC-00111,2026-01-18T22:50:00Z,debit,card,services,USD,65.75,posted,2026-01-18T22:50:00Z
transactions-002352,TX-0002352,AC-00112,2026-01-18T23:01:00Z,credit,mobile,travel,USD,65.75,posted,2026-01-18T23:01:00Z
transactions-002353,TX-0002353,AC-00113,2026-01-18T23:12:00Z,credit,card,travel,USD,144.00,posted,2026-01-18T23:12:00Z
transactions-002354,TX-0002354,AC-00114,2026-01-18T23:23:00Z,debit,card,utilities,USD,233.00,posted,2026-01-18T23:23:00Z
transactions-002355,TX-0002355,AC-00115,2026-01-18T23:34:00Z,debit,mobile,services,USD,109.75,posted,2026-01-18T23:34:00Z
transactions-002356,TX-0002356,AC-00116,2026-01-18T23:45:00Z,debit,atm,utilities,USD,96.75,posted,2026-01-18T23:45:00Z
transactions-002357,TX-0002357,AC-00117,2026-01-18T23:56:00Z,refund,mobile,travel,USD,255.75,posted,2026-01-18T23:56:00Z
transactions-002358,TX-0002358,AC-00118,2026-01-19T00:07:00Z,refund,mobile,utilities,USD,272.75,posted,2026-01-19T00:07:00Z
transactions-002359,TX-0002359,AC-00119,2026-01-19T00:18:00Z,credit,card,services,USD,252.25,posted,2026-01-19T00:18:00Z
transactions-002360,TX-0002360,AC-00120,2026-01-19T00:29:00Z,debit,card,utilities,USD,38.00,posted,2026-01-19T00:29:00Z
transactions-002361,TX-0002361,AC-00121,2026-01-19T00:40:00Z,credit,card,utilities,USD,247.50,posted,2026-01-19T00:40:00Z
transactions-002362,TX-0002362,AC-00122,2026-01-19T00:51:00Z,refund,mobile,grocery,USD,162.00,posted,2026-01-19T00:51:00Z
transactions-002363,TX-0002363,AC-00123,2026-01-19T01:02:00Z,refund,card,grocery,USD,22.75,posted,2026-01-19T01:02:00Z
transactions-002364,TX-0002364,AC-00124,2026-01-19T01:13:00Z,credit,card,travel,USD,103.75,posted,2026-01-19T01:13:00Z
transactions-002365,TX-0002365,AC-00125,2026-01-19T01:24:00Z,debit,branch,services,USD,275.25,posted,2026-01-19T01:24:00Z
transactions-002366,TX-0002366,AC-00126,2026-01-19T01:35:00Z,debit,card,utilities,USD,273.25,posted,2026-01-19T01:35:00Z
transactions-002367,TX-0002367,AC-00127,2026-01-19T01:46:00Z,credit,atm,grocery,USD,127.50,posted,2026-01-19T01:46:00Z
transactions-002368,TX-0002368,AC-00128,2026-01-19T01:57:00Z,credit,atm,travel,USD,39.50,posted,2026-01-19T01:57:00Z
transactions-002369,TX-0002369,AC-00129,2026-01-19T02:08:00Z,refund,branch,utilities,USD,31.25,posted,2026-01-19T02:08:00Z
transactions-002370,TX-0002370,AC-00130,2026-01-19T02:19:00Z,debit,branch,grocery,USD,259.00,posted,2026-01-19T02:19:00Z
transactions-002371,TX-0002371,AC-00131,2026-01-19T02:30:00Z,refund,atm,services,USD,110.25,posted,2026-01-19T02:30:00Z
transactions-002372,TX-0002372,AC-00132,2026-01-19T02:41:00Z,debit,branch,services,USD,82.75,posted,2026-01-19T02:41:00Z
transactions-002373,TX-0002373,AC-00133,2026-01-19T02:52:00Z,refund,card,grocery,USD,15.75,posted,2026-01-19T02:52:00Z
transactions-002374,TX-0002374,AC-00134,2026-01-19T03:03:00Z,debit,mobile,grocery,USD,177.25,posted,2026-01-19T03:03:00Z
transactions-002375,TX-0002375,AC-00135,2026-01-19T03:14:00Z,refund,card,services,USD,229.50,posted,2026-01-19T03:14:00Z
transactions-002376,TX-0002376,AC-00136,2026-01-19T03:25:00Z,refund,branch,grocery,USD,267.50,posted,2026-01-19T03:25:00Z
transactions-002377,TX-0002377,AC-00137,2026-01-19T03:36:00Z,credit,atm,services,USD,125.75,posted,2026-01-19T03:36:00Z
transactions-002378,TX-0002378,AC-00138,2026-01-19T03:47:00Z,credit,card,utilities,USD,187.50,posted,2026-01-19T03:47:00Z
transactions-002379,TX-0002379,AC-00139,2026-01-19T03:58:00Z,debit,atm,grocery,USD,162.50,posted,2026-01-19T03:58:00Z
transactions-002380,TX-0002380,AC-00140,2026-01-19T04:09:00Z,debit,mobile,grocery,USD,40.75,posted,2026-01-19T04:09:00Z
transactions-002381,TX-0002381,AC-00141,2026-01-19T04:20:00Z,credit,atm,travel,USD,177.50,posted,2026-01-19T04:20:00Z
transactions-002382,TX-0002382,AC-00142,2026-01-19T04:31:00Z,credit,mobile,services,USD,57.75,posted,2026-01-19T04:31:00Z
transactions-002383,TX-0002383,AC-00143,2026-01-19T04:42:00Z,debit,atm,travel,USD,151.75,posted,2026-01-19T04:42:00Z
transactions-002384,TX-0002384,AC-00144,2026-01-19T04:53:00Z,debit,atm,utilities,USD,153.50,posted,2026-01-19T04:53:00Z
transactions-002385,TX-0002385,AC-00145,2026-01-19T05:04:00Z,debit,mobile,utilities,USD,147.75,posted,2026-01-19T05:04:00Z
transactions-002386,TX-0002386,AC-00146,2026-01-19T05:15:00Z,refund,atm,grocery,USD,213.50,posted,2026-01-19T05:15:00Z
transactions-002387,TX-0002387,AC-00147,2026-01-19T05:26:00Z,refund,atm,utilities,USD,182.75,posted,2026-01-19T05:26:00Z
transactions-002388,TX-0002388,AC-00148,2026-01-19T05:37:00Z,credit,mobile,services,USD,118.00,posted,2026-01-19T05:37:00Z
transactions-002389,TX-0002389,AC-00149,2026-01-19T05:48:00Z,refund,card,grocery,USD,58.75,posted,2026-01-19T05:48:00Z
transactions-002390,TX-0002390,AC-00150,2026-01-19T05:59:00Z,refund,mobile,services,USD,263.75,posted,2026-01-19T05:59:00Z
transactions-002391,TX-0002391,AC-00151,2026-01-19T06:10:00Z,credit,atm,utilities,USD,214.00,posted,2026-01-19T06:10:00Z
transactions-002392,TX-0002392,AC-00152,2026-01-19T06:21:00Z,debit,branch,utilities,USD,168.00,posted,2026-01-19T06:21:00Z
transactions-002393,TX-0002393,AC-00153,2026-01-19T06:32:00Z,debit,atm,travel,USD,211.75,posted,2026-01-19T06:32:00Z
transactions-002394,TX-0002394,AC-00154,2026-01-19T06:43:00Z,debit,card,travel,USD,190.75,posted,2026-01-19T06:43:00Z
transactions-002395,TX-0002395,AC-00155,2026-01-19T06:54:00Z,debit,card,services,USD,118.50,posted,2026-01-19T06:54:00Z
transactions-002396,TX-0002396,AC-00156,2026-01-19T07:05:00Z,debit,card,grocery,USD,120.50,posted,2026-01-19T07:05:00Z
transactions-002397,TX-0002397,AC-00157,2026-01-19T07:16:00Z,debit,atm,services,USD,51.25,posted,2026-01-19T07:16:00Z
transactions-002398,TX-0002398,AC-00158,2026-01-19T07:27:00Z,debit,atm,utilities,USD,295.75,posted,2026-01-19T07:27:00Z
transactions-002399,TX-0002399,AC-00159,2026-01-19T07:38:00Z,refund,mobile,services,USD,23.75,posted,2026-01-19T07:38:00Z
transactions-002400,TX-0002400,AC-00160,2026-01-19T07:49:00Z,debit,mobile,grocery,USD,250.50,posted,2026-01-19T07:49:00Z
transactions-002401,TX-0002401,AC-00161,2026-01-19T08:00:00Z,credit,atm,utilities,USD,139.25,posted,2026-01-19T08:00:00Z
transactions-002402,TX-0002402,AC-00162,2026-01-19T08:11:00Z,debit,mobile,grocery,USD,84.00,posted,2026-01-19T08:11:00Z
transactions-002403,TX-0002403,AC-00163,2026-01-19T08:22:00Z,refund,atm,utilities,USD,239.25,posted,2026-01-19T08:22:00Z
transactions-002404,TX-0002404,AC-00164,2026-01-19T08:33:00Z,credit,atm,utilities,USD,232.75,posted,2026-01-19T08:33:00Z
transactions-002405,TX-0002405,AC-00165,2026-01-19T08:44:00Z,refund,atm,grocery,USD,169.25,posted,2026-01-19T08:44:00Z
transactions-002406,TX-0002406,AC-00166,2026-01-19T08:55:00Z,credit,card,travel,USD,218.00,posted,2026-01-19T08:55:00Z
transactions-002407,TX-0002407,AC-00167,2026-01-19T09:06:00Z,credit,mobile,grocery,USD,143.75,posted,2026-01-19T09:06:00Z
transactions-002408,TX-0002408,AC-00168,2026-01-19T09:17:00Z,credit,mobile,utilities,USD,234.50,posted,2026-01-19T09:17:00Z
transactions-002409,TX-0002409,AC-00169,2026-01-19T09:28:00Z,refund,atm,utilities,USD,33.00,posted,2026-01-19T09:28:00Z
transactions-002410,TX-0002410,AC-00170,2026-01-19T09:39:00Z,debit,card,travel,USD,59.75,posted,2026-01-19T09:39:00Z
transactions-002411,TX-0002411,AC-00171,2026-01-19T09:50:00Z,debit,card,travel,USD,40.00,posted,2026-01-19T09:50:00Z
transactions-002412,TX-0002412,AC-00172,2026-01-19T10:01:00Z,refund,card,travel,USD,149.50,posted,2026-01-19T10:01:00Z
transactions-002413,TX-0002413,AC-00173,2026-01-19T10:12:00Z,debit,atm,services,USD,65.00,posted,2026-01-19T10:12:00Z
transactions-002414,TX-0002414,AC-00174,2026-01-19T10:23:00Z,credit,atm,services,USD,58.00,posted,2026-01-19T10:23:00Z
transactions-002415,TX-0002415,AC-00175,2026-01-19T10:34:00Z,credit,atm,services,USD,269.50,posted,2026-01-19T10:34:00Z
transactions-002416,TX-0002416,AC-00176,2026-01-19T10:45:00Z,refund,card,grocery,USD,204.50,posted,2026-01-19T10:45:00Z
transactions-002417,TX-0002417,AC-00177,2026-01-19T10:56:00Z,credit,branch,travel,USD,163.00,posted,2026-01-19T10:56:00Z
transactions-002418,TX-0002418,AC-00178,2026-01-19T11:07:00Z,credit,card,grocery,USD,244.00,posted,2026-01-19T11:07:00Z
transactions-002419,TX-0002419,AC-00179,2026-01-19T11:18:00Z,debit,mobile,travel,USD,116.25,posted,2026-01-19T11:18:00Z
transactions-002420,TX-0002420,AC-00180,2026-01-19T11:29:00Z,refund,card,utilities,USD,78.00,posted,2026-01-19T11:29:00Z
transactions-002421,TX-0002421,AC-00181,2026-01-19T11:40:00Z,refund,branch,utilities,USD,85.75,posted,2026-01-19T11:40:00Z
transactions-002422,TX-0002422,AC-00182,2026-01-19T11:51:00Z,credit,card,utilities,USD,113.50,posted,2026-01-19T11:51:00Z
transactions-002423,TX-0002423,AC-00183,2026-01-19T12:02:00Z,refund,card,services,USD,233.75,posted,2026-01-19T12:02:00Z
transactions-002424,TX-0002424,AC-00184,2026-01-19T12:13:00Z,credit,mobile,travel,USD,273.50,posted,2026-01-19T12:13:00Z
transactions-002425,TX-0002425,AC-00185,2026-01-19T12:24:00Z,debit,atm,utilities,USD,27.00,posted,2026-01-19T12:24:00Z
transactions-002426,TX-0002426,AC-00186,2026-01-19T12:35:00Z,debit,branch,utilities,USD,261.75,posted,2026-01-19T12:35:00Z
transactions-002427,TX-0002427,AC-00187,2026-01-19T12:46:00Z,credit,atm,grocery,USD,292.00,posted,2026-01-19T12:46:00Z
transactions-002428,TX-0002428,AC-00188,2026-01-19T12:57:00Z,refund,card,travel,USD,205.50,posted,2026-01-19T12:57:00Z
transactions-002429,TX-0002429,AC-00189,2026-01-19T13:08:00Z,refund,atm,travel,USD,287.75,posted,2026-01-19T13:08:00Z
transactions-002430,TX-0002430,AC-00190,2026-01-19T13:19:00Z,debit,branch,travel,USD,61.25,posted,2026-01-19T13:19:00Z
transactions-002431,TX-0002431,AC-00191,2026-01-19T13:30:00Z,refund,branch,services,USD,9.75,posted,2026-01-19T13:30:00Z
transactions-002432,TX-0002432,AC-00192,2026-01-19T13:41:00Z,debit,branch,travel,USD,113.25,posted,2026-01-19T13:41:00Z
transactions-002433,TX-0002433,AC-00193,2026-01-19T13:52:00Z,refund,atm,utilities,USD,185.50,posted,2026-01-19T13:52:00Z
transactions-002434,TX-0002434,AC-00194,2026-01-19T14:03:00Z,debit,card,utilities,USD,263.00,posted,2026-01-19T14:03:00Z
transactions-002435,TX-0002435,AC-00195,2026-01-19T14:14:00Z,credit,atm,services,USD,240.75,posted,2026-01-19T14:14:00Z
transactions-002436,TX-0002436,AC-00196,2026-01-19T14:25:00Z,debit,mobile,grocery,USD,236.75,posted,2026-01-19T14:25:00Z
transactions-002437,TX-0002437,AC-00197,2026-01-19T14:36:00Z,debit,atm,grocery,USD,2.25,posted,2026-01-19T14:36:00Z
transactions-002438,TX-0002438,AC-00198,2026-01-19T14:47:00Z,credit,atm,utilities,USD,129.00,posted,2026-01-19T14:47:00Z
transactions-002439,TX-0002439,AC-00199,2026-01-19T14:58:00Z,debit,mobile,travel,USD,173.25,posted,2026-01-19T14:58:00Z
transactions-002440,TX-0002440,AC-00200,2026-01-19T15:09:00Z,debit,atm,utilities,USD,112.50,posted,2026-01-19T15:09:00Z
transactions-002441,TX-0002441,AC-00201,2026-01-19T15:20:00Z,refund,card,services,USD,238.50,posted,2026-01-19T15:20:00Z
transactions-002442,TX-0002442,AC-00202,2026-01-19T15:31:00Z,debit,branch,utilities,USD,175.25,posted,2026-01-19T15:31:00Z
transactions-002443,TX-0002443,AC-00203,2026-01-19T15:42:00Z,refund,mobile,services,USD,236.25,posted,2026-01-19T15:42:00Z
transactions-002444,TX-0002444,AC-00204,2026-01-19T15:53:00Z,credit,branch,grocery,USD,261.00,posted,2026-01-19T15:53:00Z
transactions-002445,TX-0002445,AC-00205,2026-01-19T16:04:00Z,debit,branch,utilities,USD,251.75,posted,2026-01-19T16:04:00Z
transactions-002446,TX-0002446,AC-00206,2026-01-19T16:15:00Z,refund,atm,utilities,USD,74.75,posted,2026-01-19T16:15:00Z
transactions-002447,TX-0002447,AC-00207,2026-01-19T16:26:00Z,refund,atm,grocery,USD,222.25,posted,2026-01-19T16:26:00Z
transactions-002448,TX-0002448,AC-00208,2026-01-19T16:37:00Z,refund,card,services,USD,52.25,posted,2026-01-19T16:37:00Z
transactions-002449,TX-0002449,AC-00209,2026-01-19T16:48:00Z,debit,atm,services,USD,35.75,posted,2026-01-19T16:48:00Z
transactions-002450,TX-0002450,AC-00210,2026-01-19T16:59:00Z,refund,mobile,travel,USD,118.50,posted,2026-01-19T16:59:00Z
transactions-002451,TX-0002451,AC-00211,2026-01-19T17:10:00Z,refund,mobile,utilities,USD,28.00,posted,2026-01-19T17:10:00Z
transactions-002452,TX-0002452,AC-00212,2026-01-19T17:21:00Z,refund,card,utilities,USD,204.50,posted,2026-01-19T17:21:00Z
transactions-002453,TX-0002453,AC-00213,2026-01-19T17:32:00Z,refund,branch,travel,USD,117.75,posted,2026-01-19T17:32:00Z
transactions-002454,TX-0002454,AC-00214,2026-01-19T17:43:00Z,refund,mobile,utilities,USD,205.25,posted,2026-01-19T17:43:00Z
transactions-002455,TX-0002455,AC-00215,2026-01-19T17:54:00Z,refund,mobile,services,USD,218.75,posted,2026-01-19T17:54:00Z
transactions-002456,TX-0002456,AC-00216,2026-01-19T18:05:00Z,refund,card,utilities,USD,276.00,posted,2026-01-19T18:05:00Z
transactions-002457,TX-0002457,AC-00217,2026-01-19T18:16:00Z,credit,mobile,services,USD,181.25,posted,2026-01-19T18:16:00Z
transactions-002458,TX-0002458,AC-00218,2026-01-19T18:27:00Z,refund,branch,travel,USD,251.75,posted,2026-01-19T18:27:00Z
transactions-002459,TX-0002459,AC-00219,2026-01-19T18:38:00Z,debit,mobile,services,USD,81.75,posted,2026-01-19T18:38:00Z
transactions-002460,TX-0002460,AC-00220,2026-01-19T18:49:00Z,debit,mobile,services,USD,230.75,posted,2026-01-19T18:49:00Z
transactions-002461,TX-0002461,AC-00221,2026-01-19T19:00:00Z,debit,branch,utilities,USD,74.00,posted,2026-01-19T19:00:00Z
transactions-002462,TX-0002462,AC-00222,2026-01-19T19:11:00Z,credit,branch,grocery,USD,81.25,posted,2026-01-19T19:11:00Z
transactions-002463,TX-0002463,AC-00223,2026-01-19T19:22:00Z,refund,mobile,grocery,USD,12.75,posted,2026-01-19T19:22:00Z
transactions-002464,TX-0002464,AC-00224,2026-01-19T19:33:00Z,debit,atm,utilities,USD,60.25,posted,2026-01-19T19:33:00Z
transactions-002465,TX-0002465,AC-00225,2026-01-19T19:44:00Z,credit,mobile,services,USD,49.75,posted,2026-01-19T19:44:00Z
transactions-002466,TX-0002466,AC-00226,2026-01-19T19:55:00Z,refund,atm,travel,USD,123.00,posted,2026-01-19T19:55:00Z
transactions-002467,TX-0002467,AC-00227,2026-01-19T20:06:00Z,refund,card,services,USD,257.75,posted,2026-01-19T20:06:00Z
transactions-002468,TX-0002468,AC-00228,2026-01-19T20:17:00Z,credit,mobile,travel,USD,277.75,posted,2026-01-19T20:17:00Z
transactions-002469,TX-0002469,AC-00229,2026-01-19T20:28:00Z,credit,card,utilities,USD,142.25,posted,2026-01-19T20:28:00Z
transactions-002470,TX-0002470,AC-00230,2026-01-19T20:39:00Z,debit,card,grocery,USD,178.50,posted,2026-01-19T20:39:00Z
transactions-002471,TX-0002471,AC-00231,2026-01-19T20:50:00Z,refund,atm,services,USD,17.50,posted,2026-01-19T20:50:00Z
transactions-002472,TX-0002472,AC-00232,2026-01-19T21:01:00Z,refund,mobile,utilities,USD,163.75,posted,2026-01-19T21:01:00Z
transactions-002473,TX-0002473,AC-00233,2026-01-19T21:12:00Z,refund,atm,utilities,USD,41.50,posted,2026-01-19T21:12:00Z
transactions-002474,TX-0002474,AC-00234,2026-01-19T21:23:00Z,refund,branch,utilities,USD,183.25,posted,2026-01-19T21:23:00Z
transactions-002475,TX-0002475,AC-00235,2026-01-19T21:34:00Z,debit,mobile,travel,USD,190.25,posted,2026-01-19T21:34:00Z
transactions-002476,TX-0002476,AC-00236,2026-01-19T21:45:00Z,refund,mobile,travel,USD,96.25,posted,2026-01-19T21:45:00Z
transactions-002477,TX-0002477,AC-00237,2026-01-19T21:56:00Z,credit,card,services,USD,263.50,posted,2026-01-19T21:56:00Z
transactions-002478,TX-0002478,AC-00238,2026-01-19T22:07:00Z,refund,mobile,travel,USD,199.00,posted,2026-01-19T22:07:00Z
transactions-002479,TX-0002479,AC-00239,2026-01-19T22:18:00Z,debit,card,utilities,USD,11.75,posted,2026-01-19T22:18:00Z
transactions-002480,TX-0002480,AC-00240,2026-01-19T22:29:00Z,refund,branch,grocery,USD,112.25,posted,2026-01-19T22:29:00Z
transactions-002481,TX-0002481,AC-00241,2026-01-19T22:40:00Z,debit,mobile,services,USD,49.25,posted,2026-01-19T22:40:00Z
transactions-002482,TX-0002482,AC-00242,2026-01-19T22:51:00Z,refund,card,grocery,USD,93.00,posted,2026-01-19T22:51:00Z
transactions-002483,TX-0002483,AC-00243,2026-01-19T23:02:00Z,credit,branch,services,USD,51.25,posted,2026-01-19T23:02:00Z
transactions-002484,TX-0002484,AC-00244,2026-01-19T23:13:00Z,debit,branch,services,USD,190.50,posted,2026-01-19T23:13:00Z
transactions-002485,TX-0002485,AC-00245,2026-01-19T23:24:00Z,refund,branch,travel,USD,195.50,posted,2026-01-19T23:24:00Z
transactions-002486,TX-0002486,AC-00246,2026-01-19T23:35:00Z,credit,mobile,grocery,USD,25.75,posted,2026-01-19T23:35:00Z
transactions-002487,TX-0002487,AC-00247,2026-01-19T23:46:00Z,credit,card,services,USD,42.25,posted,2026-01-19T23:46:00Z
transactions-002488,TX-0002488,AC-00248,2026-01-19T23:57:00Z,credit,mobile,utilities,USD,76.25,posted,2026-01-19T23:57:00Z
transactions-002489,TX-0002489,AC-00249,2026-01-20T00:08:00Z,debit,branch,grocery,USD,189.75,posted,2026-01-20T00:08:00Z
transactions-002490,TX-0002490,AC-00250,2026-01-20T00:19:00Z,debit,atm,utilities,USD,82.25,posted,2026-01-20T00:19:00Z
transactions-002491,TX-0002491,AC-00251,2026-01-20T00:30:00Z,debit,card,utilities,USD,168.25,posted,2026-01-20T00:30:00Z
transactions-002492,TX-0002492,AC-00252,2026-01-20T00:41:00Z,refund,branch,utilities,USD,76.50,posted,2026-01-20T00:41:00Z
transactions-002493,TX-0002493,AC-00253,2026-01-20T00:52:00Z,debit,card,services,USD,57.50,posted,2026-01-20T00:52:00Z
transactions-002494,TX-0002494,AC-00254,2026-01-20T01:03:00Z,credit,atm,utilities,USD,291.75,posted,2026-01-20T01:03:00Z
transactions-002495,TX-0002495,AC-00255,2026-01-20T01:14:00Z,debit,card,grocery,USD,56.75,posted,2026-01-20T01:14:00Z
transactions-002496,TX-0002496,AC-00256,2026-01-20T01:25:00Z,credit,mobile,grocery,USD,5.75,posted,2026-01-20T01:25:00Z
