source_row_id,order_id,customer_id,order_time,channel,region,currency,order_status,discount_amount,declared_total,updated_at
orders-000416,OR-000416,RC-00116,2026-01-09T08:35:00Z,mobile,east,USD,completed,4.00,138.00,2026-01-09T08:35:00Z
orders-000417,OR-000417,RC-00117,2026-01-09T09:04:00Z,mobile,north,USD,refunded,13.00,62.00,2026-01-09T09:04:00Z
orders-000418,OR-000418,RC-00118,2026-01-09T09:33:00Z,web,west,USD,completed,9.00,491.00,2026-01-09T09:33:00Z
orders-000419,OR-000419,RC-00119,2026-01-09T10:02:00Z,web,west,USD,completed,11.00,57.00,2026-01-09T10:02:00Z
orders-000420,OR-000420,RC-00120,2026-01-09T10:31:00Z,web,west,USD,completed,7.00,451.00,2026-01-09T10:31:00Z
orders-000421,OR-000421,RC-00121,2026-01-09T11:00:00Z,web,east,USD,completed,8.00,327.00,2026-01-09T11:00:00Z
orders-000422,OR-000422,RC-00122,2026-01-09T11:29:00Z,store,west,USD,refunded,18.00,480.00,2026-01-09T11:29:00Z
orders-000423,OR-000423,RC-00123,2026-01-09T11:58:00Z,mobile,south,USD,completed,18.00,119.00,2026-01-09T11:58:00Z
orders-000424,OR-000424,RC-00124,2026-01-09T12:27:00Z,mobile,west,USD,refunded,7.00,201.00,2026-01-09T12:27:00Z
orders-000425,OR-000425,RC-00125,2026-01-09T12:56:00Z,mobile,west,USD,refunded,1.00,308.00,2026-01-09T12:56:00Z
orders-000426,OR-000426,RC-00126,2026-01-09T13:25:00Z,mobile,east,USD,completed,20.00,280.00,2026-01-09T13:25:00Z
orders-000427,OR-000427,RC-00127,2026-01-09T13:54:00Z,store,east,USD,completed,13.00,437.00,2026-01-09T13:54:00Z
orders-000428,OR-000428,RC-00128,2026-01-09T14:23:00Z,mobile,north,USD,completed,20.00,174.00,2026-01-09T14:23:00Z
orders-000429,OR-000429,RC-00129,2026-01-09T14:52:00Z,store,east,USD,completed,11.00,193.00,2026-01-09T14:52:00Z
orders-000430,OR-000430,RC-00130,2026-01-09T15:21:00Z,store,east,USD,completed,13.00,174.00,2026-01-09T15:21:00Z
orders-000431,OR-000431,RC-00131,2026-01-09T15:50:00Z,store,north,USD,refunded,18.00,480.00,2026-01-09T15:50:00Z
orders-000432,OR-000432,RC-00132,2026-01-09T16:19:00Z,web,west,USD,completed,12.00,311.00,2026-01-09T16:19:00Z
orders-000433,OR-000433,RC-00133,2026-01-09T16:48:00Z,web,west,USD,refunded,3.00,497.00,2026-01-09T16:48:00Z
orders-000434,OR-000434,RC-00134,2026-01-09T17:17:00Z,mobile,west,USD,refunded,6.00,235.00,2026-01-09T17:17:00Z
orders-000435,OR-000435,RC-00135,2026-01-09T17:46:00Z,mobile,north,USD,refunded,2.00,80.00,2026-01-09T17:46:00Z
orders-000436,OR-000436,RC-00136,2026-01-09T18:15:00Z,web,south,USD,completed,6.00,475.00,2026-01-09T18:15:00Z
orders-000437,OR-000437,RC-00137,2026-01-09T18:44:00Z,web,east,USD,completed,11.00,482.00,2026-01-09T18:44:00Z
orders-000438,OR-000438,RC-00138,2026-01-09T19:13:00Z,web,west,USD,completed,9.00,44.00,2026-01-09T19:13:00Z
orders-000439,OR-000439,RC-00139,2026-01-09T19:42:00Z,web,north,USD,refunded,0.00,345.00,2026-01-09T19:42:00Z
orders-000440,OR-000440,RC-00140,2026-01-09T20:11:00Z,web,west,USD,completed,5.00,489.00,2026-01-09T20:11:00Z
orders-000441,OR-000441,RC-00141,2026-01-09T20:40:00Z,web,west,USD,refunded,6.00,404.00,2026-01-09T20:40:00Z
orders-000442,OR-000442,RC-00142,2026-01-09T21:09:00Z,mobile,north,USD,refunded,2.00,485.00,2026-01-09T21:09:00Z
orders-000443,OR-000443,RC-00143,2026-01-09T21:38:00Z,mobile,east,USD,refunded,3.00,52.00,2026-01-09T21:38:00Z
orders-000444,OR-000444,RC-00144,2026-01-09T22:07:00Z,store,north,USD,completed,6.00,131.00,2026-01-09T22:07:00Z
orders-000445,OR-000445,RC-00145,2026-01-09T22:36:00Z,store,north,USD,completed,16.00,323.00,2026-01-09T22:36:00Z
orders-000446,OR-000446,RC-00146,2026-01-09T23:05:00Z,mobile,east,USD,refunded,4.00,95.00,2026-01-09T23:05:00Z
orders-000447,OR-000447,RC-00147,2026-01-09T23:34:00Z,mobile,south,USD,completed,8.00,120.00,2026-01-09T23:34:00Z
orders-000448,OR-000448,RC-00148,2026-01-10T00:03:00Z,web,east,USD,refunded,15.00,293.00,2026-01-10T00:03:00Z
orders-000449,OR-000449,RC-00149,2026-01-10T00:32:00Z,mobile,west,USD,completed,7.00,65.00,2026-01-10T00:32:00Z
orders-000450,OR-000450,RC-00150,2026-01-10T01:01:00Z,web,north,USD,completed,19.00,252.00,2026-01-10T01:01:00Z
orders-000451,OR-000451,RC-00151,2026-01-10T01:30:00Z,mobile,west,USD,refunded,4.00,220.00,2026-01-10T01:30:00Z
orders-000452,OR-000452,RC-00152,2026-01-10T01:59:00Z,mobile,west,USD,completed,14.00,474.00,2026-01-10T01:59:00Z
orders-000453,OR-000453,RC-00153,2026-01-10T02:28:00Z,mobile,north,USD,completed,12.00,20.00,2026-01-10T02:28:00Z
orders-000454,OR-000454,RC-00154,2026-01-10T02:57:00Z,web,south,USD,completed,14.00,450.00,2026-01-10T02:57:00Z
orders-000455,OR-000455,RC-00155,2026-01-10T03:26:00Z,mobile,north,USD,completed,2.00,349.00,2026-01-10T03:26:00Z
orders-000456,OR-000456,RC-00156,2026-01-10T03:55:00Z,mobile,west,USD,refunded,20.00,324.00,2026-01-10T03:55:00Z
orders-000457,OR-000457,RC-00157,2026-01-10T04:24:00Z,mobile,south,USD,completed,9.00,338.00,2026-01-10T04:24:00Z
orders-000458,OR-000458,RC-00158,2026-01-10T04:53:00Z,web,south,USD,completed,3.00,446.00,2026-01-10T04:53:00Z
orders-000459,OR-000459,RC-00159,2026-01-10T05:22:00Z,web,north,USD,completed,6.00,209.00,2026-01-10T05:22:00Z
orders-000460,OR-000460,RC-00160,2026-01-10T05:51:00Z,store,east,USD,completed,8.00,496.00,2026-01-10T05:51:00Z
orders-000461,OR-000461,RC-00161,2026-01-10T06:20:00Z,mobile,east,USD,refunded,15.00,59.00,2026-01-10T06:20:00Z
orders-000462,OR-000462,RC-00162,2026-01-10T06:49:00Z,web,west,USD,completed,17.00,64.00,2026-01-10T06:49:00Z
orders-000463,OR-000463,RC-00163,2026-01-10T07:18:00Z,store,north,USD,completed,18.00,263.00,2026-01-10T07:18:00Z
orders-000464,OR-000464,RC-00164,2026-01-10T07:47:00Z,store,south,USD,refunded,3.00,164.00,2026-01-10T07:47:00Z
orders-000465,OR-000465,RC-00165,2026-01-10T08:16:00Z,mobile,north,USD,completed,14.00,359.00,2026-01-10T08:16:00Z
orders-000466,OR-000466,RC-00166,2026-01-10T08:45:00Z,store,north,USD,refunded,9.00,362.00,2026-01-10T08:45:00Z
orders-000467,OR-000467,RC-00167,2026-01-10T09:14:00Z,store,east,USD,refunded,20.00,220.00,2026-01-10T09:14:00Z
orders-000468,OR-000468,RC-00168,2026-01-10T09:43:00Z,web,north,USD,completed,12.00,261.00,2026-01-10T09:43:00Z
orders-000469,OR-000469,RC-00169,2026-01-10T10:12:00Z,mobile,east,USD,completed,0.00,344.00,2026-01-10T10:12:00Z
orders-000470,OR-000470,RC-00170,2026-01-10T10:41:00Z,mobile,west,USD,completed,1.00,362.00,2026-01-10T10:41:00Z
orders-000471,OR-000471,RC-00171,2026-01-10T11:10:00Z,mobile,south,USD,refunded,15.00,40.00,2026-01-10T11:10:00Z
orders-000472,OR-000472,RC-00172,2026-01-10T11:39:00Z,web,north,USD,refunded,8.00,370.00,2026-01-10T11:39:00Z
orders-000473,OR-000473,RC-00173,2026-01-10T12:08:00Z,mobile,east,USD,completed,8.00,158.00,2026-01-10T12:08:00Z
orders-000474,OR-000474,RC-00174,2026-01-10T12:37:00Z,store,south,USD,completed,2.00,467.00,2026-01-10T12:37:00Z
orders-000475,OR-000475,RC-00175,2026-01-10T13:06:00Z,web,west,USD,completed,3.00,235.00,2026-01-10T13:06:00Z
orders-000476,OR-000476,RC-00176,2026-01-10T13:35:00Z,mobile,north,USD,completed,19.00,317.00,2026-01-10T13:35:00Z
orders-000477,OR-000477,RC-00177,2026-01-10T14:04:00Z,store,west,USD,completed,0.00,252.00,2026-01-10T14:04:00Z
orders-000478,OR-000478,RC-00178,2026-01-10T14:33:00Z,store,south,USD,completed,11.00,318.00,2026-01-10T14:33:00Z
orders-000479,OR-000479,RC-00179,2026-01-10T15:02:00Z,web,west,USD,refunded,10.00,302.00,2026-01-10T15:02:00Z
orders-000480,OR-000480,RC-00180,2026-01-10T15:31:00Z,web,west,USD,completed,17.00,69.00,2026-01-10T15:31:00Z
orders-000481,OR-000481,RC-00181,2026-01-10T16:00:00Z,store,north,USD,refunded,4.00,359.00,2026-01-10T16:00:00Z
orders-000482,OR-000482,RC-00182,2026-01-10T16:29:00Z,mobile,north,USD,refunded,5.00,481.00,2026-01-10T16:29:00Z
orders-000483,OR-000483,RC-00183,2026-01-10T16:58:00Z,web,east,USD,completed,4.00,112.00,2026-01-10T16:58:00Z
orders-000484,OR-000484,RC-00184,2026-01-10T17:27:00Z,web,west,USD,completed,4.00,277.00,2026-01-10T17:27:00Z
orders-000485,OR-000485,RC-00185,2026-01-10T17:56:00Z,store,east,USD,completed,13.00,139.00,2026-01-10T17:56:00Z
orders-000486,OR-000486,RC-00186,2026-01-10T18:25:00Z,web,west,USD,refunded,17.00,198.00,2026-01-10T18:25:00Z
orders-000487,OR-000487,RC-00187,2026-01-10T18:54:00Z,mobile,east,USD,completed,4.00,251.00,2026-01-10T18:54:00Z
orders-000488,OR-000488,RC-00188,2026-01-10T19:23:00Z,mobile,south,USD,completed,0.00,299.00,2026-01-10T19:23:00Z
orders-000489,OR-000489,RC-00189,2026-01-10T19:52:00Z,store,south,USD,completed,4.00,176.00,2026-01-10T19:52:00Z
orders-000490,OR-000490,RC-00190,2026-01-10T20:21:00Z,mobile,east,USD,completed,13.00,245.00,2026-01-10T20:21:00Z
orders-000491,OR-000491,RC-00191,2026-01-10T20:50:00Z,store,north,USD,completed,16.00,262.00,2026-01-10T20:50:00Z
orders-000492,OR-000492,RC-00192,2026-01-10T21:19:00Z,web,north,USD,completed,5.00,221.00,2026-01-10T21:19:00Z
orders-000493,OR-000493,RC-00193,2026-01-10T21:48:00Z,web,west,USD,completed,6.00,430.00,2026-01-10T21:48:00Z
orders-000494,OR-000494,RC-00194,2026-01-10T22:17:00Z,mobile,west,USD,completed,3.00,351.00,2026-01-10T22:17:00Z
orders-000495,OR-000495,RC-00195,2026-01-10T22:46:00Z,mobile,south,USD,completed,12.00,72.00,2026-01-10T22:46:00Z
orders-000496,OR-000496,RC-00196,2026-01-10T23:15:00Z,mobile,south,USD,completed,19.00,224.00,2026-01-10T23:15:00Z
orders-000497,OR-000497,RC-00197,2026-01-10T23:44:00Z,mobile,west,USD,refunded,10.00,329.00,2026-01-10T23:44:00Z
orders-000498,OR-000498,RC-00198,2026-01-11T00:13:00Z,mobile,south,USD,completed,15.00,291.00,2026-01-11T00:13:00Z
orders-000499,OR-000499,RC-00199,2026-01-11T00:42:00Z,mobile,west,USD,completed,3.00,396.00,2026-01-11T00:42:00Z
orders-000500,OR-000500,RC-00200,2026-01-11T01:11:00Z,store,east,USD,refunded,3.00,149.00,2026-01-11T01:11:00Z
orders-000501,OR-000501,RC-00201,2026-01-11T01:40:00Z,mobile,east,USD,refunded,19.00,187.00,2026-01-11T01:40:00Z
orders-000502,OR-000502,RC-00202,2026-01-11T02:09:00Z,mobile,west,USD,completed,17.00,305.00,2026-01-11T02:09:00Z
orders-000503,OR-000503,RC-00203,2026-01-11T02:38:00Z,mobile,south,USD,completed,11.00,297.00,2026-01-11T02:38:00Z
orders-000504,OR-000504,RC-00204,2026-01-11T03:07:00Z,store,east,USD,completed,15.00,335.00,2026-01-11T03:07:00Z
orders-000505,OR-000505,RC-00205,2026-01-11T03:36:00Z,web,north,USD,refunded,12.00,204.00,2026-01-11T03:36:00Z
orders-000506,OR-000506,RC-00206,2026-01-11T04:05:00Z,mobile,east,USD,completed,10.00,246.00,2026-01-11T04:05:00Z
orders-000507,OR-000507,RC-00207,2026-01-11T04:34:00Z,mobile,north,USD,completed,5.00,450.00,2026-01-11T04:34:00Z
orders-000508,OR-000508,RC-00208,2026-01-11T05:03:00Z,store,west,USD,completed,15.00,323.00,2026-01-11T05:03:00Z
orders-000509,OR-000509,RC-00209,2026-01-11T05:32:00Z,web,east,USD,refunded,4.00,168.00,2026-01-11T05:32:00Z
orders-000510,OR-000510,RC-00210,2026-01-11T06:01:00Z,mobile,east,USD,refunded,17.00,244.00,2026-01-11T06:01:00Z
orders-000511,OR-000511,RC-00211,2026-01-11T06:30:00Z,web,south,USD,refunded,9.00,427.00,2026-01-11T06:30:00Z
orders-000512,OR-000512,RC-00212,2026-01-11T06:59:00Z,mobile,east,USD,completed,13.00,128.00,2026-01-11T06:59:00Z
orders-000513,OR-000513,RC-00213,2026-01-11T07:28:00Z,mobile,west,USD,completed,16.00,165.00,2026-01-11T07:28:00Z
orders-000514,OR-000514,RC-00214,2026-01-11T07:57:00Z,mobile,south,USD,refunded,9.00,305.00,2026-01-11T07:57:00Z
orders-000515,OR-000515,RC-00215,2026-01-11T08:26:00Z,web,west,USD,completed,6.00,299.00,2026-01-11T08:26:00Z
orders-000516,OR-000516,RC-00216,2026-01-11T08:55:00Z,store,south,USD,completed,5.00,149.00,2026-01-11T08:55:00Z
orders-000517,OR-000517,RC-00217,2026-01-11T09:24:00Z,store,south,USD,completed,5.00,284.00,2026-01-11T09:24:00Z
orders-000518,OR-000518,RC-00218,2026-01-11T09:53:00Z,store,east,USD,completed,20.00,385.00,2026-01-11T09:53:00Z
orders-000519,OR-000519,RC-00219,2026-01-11T10:22:00Z,web,east,USD,completed,2.00,446.00,2026-01-11T10:22:00Z
orders-000520,OR-000520,RC-00220,2026-01-11T10:51:00Z,mobile,west,USD,completed,18.00,219.00,2026-01-11T10:51:00Z
orders-000521,OR-000521,RC-00221,2026-01-11T11:20:00Z,store,west,USD,completed,19.00,145.00,2026-01-11T11:20:00Z
orders-000522,OR-000522,RC-00222,2026-01-11T11:49:00Z,web,west,USD,completed,17.00,61.00,2026-01-11T11:49:00Z
orders-000523,OR-000523,RC-00223,2026-01-11T12:18:00Z,mobile,east,USD,completed,19.00,52.00,2026-01-11T12:18:00Z
orders-000524,OR-000524,RC-00224,2026-01-11T12:47:00Z,mobile,south,USD,completed,18.00,499.00,2026-01-11T12:47:00Z
orders-000525,OR-000525,RC-00225,2026-01-11T13:16:00Z,store,south,USD,refunded,12.00,329.00,2026-01-11T13:16:00Z
orders-000526,OR-000526,RC-00226,2026-01-11T13:45:00Z,mobile,east,USD,completed,14.00,459.00,2026-01-11T13:45:00Z
orders-000527,OR-000527,RC-00227,2026-01-11T14:14:00Z,store,west,USD,completed,19.00,112.00,2026-01-11T14:14:00Z
orders-000528,OR-000528,RC-00228,2026-01-11T14:43:00Z,mobile,north,USD,completed,12.00,442.00,2026-01-11T14:43:00Z
orders-000529,OR-000529,RC-00229,2026-01-11T15:12:00Z,mobile,south,USD,refunded,8.00,473.00,2026-01-11T15:12:00Z
orders-000530,OR-000530,RC-00230,2026-01-11T15:41:00Z,web,west,USD,completed,4.00,173.00,2026-01-11T15:41:00Z
orders-000531,OR-000531,RC-00231,2026-01-11T16:10:00Z,web,south,USD,completed,5.00,438.00,2026-01-11T16:10:00Z
orders-000532,OR-000532,RC-00232,2026-01-11T16:39:00Z,store,west,USD,completed,19.00,363.00,2026-01-11T16:39:00Z
orders-000533,OR-000533,RC-00233,2026-01-11T17:08:00Z,web,east,USD,completed,5.00,411.00,2026-01-11T17:08:00Z
orders-000534,OR-000534,RC-00234,2026-01-11T17:37:00Z,web,north,USD,completed,3.00,82.00,2026-01-11T17:37:00Z
orders-000535,OR-000535,RC-00235,2026-01-11T18:06:00Z,store,west,USD,refunded,19.00,251.00,2026-01-11T18:06:00Z
orders-000536,OR-000536,RC-00236,2026-01-11T18:35:00Z,mobile,south,USD,completed,4.00,100.00,2026-01-11T18:35:00Z
orders-000537,OR-000537,RC-00237,2026-01-11T19:04:00Z,web,east,USD,completed,20.00,119.00,2026-01-11T19:04:00Z
orders-000538,OR-000538,RC-00238,2026-01-11T19:33:00Z,web,west,USD,completed,4.00,481.00,2026-01-11T19:33:00Z
orders-000539,OR-000539,RC-00239,2026-01-11T20:02:00Z,web,north,USD,completed,1.00,86.00,2026-01-11T20:02:00Z
orders-000540,OR-000540,RC-00240,2026-01-11T20:31:00Z,mobile,north,USD,refunded,12.00,168.00,2026-01-11T20:31:00Z
orders-000541,OR-000541,RC-00241,2026-01-11T21:00:00Z,store,west,USD,completed,8.00,441.00,2026-01-11T21:00:00Z
orders-000542,OR-000542,RC-00242,2026-01-11T21:29:00Z,web,west,USD,refunded,7.00,487.00,2026-01-11T21:29:00Z
orders-000543,OR-000543,RC-00243,2026-01-11T21:58:00Z,mobile,east,USD,completed,7.00,116.00,2026-01-11T21:58:00Z
orders-000544,OR-000544,RC-00244,2026-01-11T22:27:00Z,store,west,USD,completed,9.00,129.00,2026-01-11T22:27:00Z
orders-000545,OR-000545,RC-00245,2026-01-11T22:56:00Z,mobile,north,USD,completed,17.00,171.00,2026-01-11T22:56:00Z
orders-000546,OR-000546,RC-00246,2026-01-11T23:25:00Z,store,west,USD,completed,11.00,173.00,2026-01-11T23:25:00Z
orders-000547,OR-000547,RC-00247,2026-01-11T23:54:00Z,web,east,USD,completed,20.00,462.00,2026-01-11T23:54:00Z
orders-000548,OR-000548,RC-00248,2026-01-12T00:23:00Z,store,west,USD,completed,1.00,156.00,2026-01-12T00:23:00Z
orders-000549,OR-000549,RC-00249,2026-01-12T00:52:00Z,web,east,USD,completed,8.00,256.00,2026-01-12T00:52:00Z
orders-000550,OR-000550,RC-00250,2026-01-12T01:21:00Z,mobile,west,USD,completed,3.00,27.00,2026-01-12T01:21:00Z
orders-000551,OR-000551,RC-00251,2026-01-12T01:50:00Z,web,north,USD,completed,14.00,202.00,2026-01-12T01:50:00Z
orders-000552,OR-000552,RC-00252,2026-01-12T02:19:00Z,store,east,USD,completed,13.00,428.00,2026-01-12T02:19:00Z
orders-000553,OR-000553,RC-00253,2026-01-12T02:48:00Z,web,north,USD,completed,7.00,224.00,2026-01-12T02:48:00Z
orders-000554,OR-000554,RC-00254,2026-01-12T03:17:00Z,web,south,USD,completed,19.00,355.00,2026-01-12T03:17:00Z
orders-000555,OR-000555,RC-00255,2026-01-12T03:46:00Z,web,east,USD,refunded,13.00,40.00,2026-01-12T03:46:00Z
orders-000556,OR-000556,RC-00256,2026-01-12T04:15:00Z,web,south,USD,completed,18.00,297.00,2026-01-12T04:15:00Z
orders-000557,OR-000557,RC-00257,2026-01-12T04:44:00Z,store,east,USD,completed,9.00,143.00,2026-01-12T04:44:00Z
orders-000558,OR-000558,RC-00258,2026-01-12T05:13:00Z,mobile,north,USD,refunded,8.00,81.00,2026-01-12T05:13:00Z
orders-000559,OR-000559,RC-00259,2026-01-12T05:42:00Z,store,south,USD,completed,18.00,339.00,2026-01-12T05:42:00Z
orders-000560,OR-000560,RC-00260,2026-01-12T06:11:00Z,mobile,south,USD,refunded,15.00,218.00,2026-01-12T06:11:00Z
orders-000561,OR-000561,RC-00261,2026-01-12T06:40:00Z,store,north,USD,completed,16.00,426.00,2026-01-12T06:40:00Z
orders-000562,OR-000562,RC-00262,2026-01-12T07:09:00Z,store,south,USD,completed,0.00,485.00,2026-01-12T07:09:00Z
orders-000563,OR-000563,RC-00263,2026-01-12T07:38:00Z,store,north,USD,refunded,3.00,256.00,2026-01-12T07:38:00Z
orders-000564,OR-000564,RC-00264,2026-01-12T08:07:00Z,store,north,USD,completed,4.00,431.00,2026-01-12T08:07:00Z
orders-000565,OR-000565,RC-00265,2026-01-12T08:36:00Z,mobile,west,USD,completed,17.00,359.00,2026-01-12T08:36:00Z
orders-000566,OR-000566,RC-00266,2026-01-12T09:05:00Z,web,east,USD,completed,18.00,407.00,2026-01-12T09:05:00Z
orders-000567,OR-000567,RC-00267,2026-01-12T09:34:00Z,mobile,south,USD,completed,20.00,380.00,2026-01-12T09:34:00Z
orders-000568,OR-000568,RC-00268,2026-01-12T10:03:00Z,store,east,USD,refunded,13.00,387.00,2026-01-12T10:03:00Z
orders-000569,OR-000569,RC-00269,2026-01-12T10:32:00Z,web,east,USD,refunded,11.00,382.00,2026-01-12T10:32:00Z
orders-000570,OR-000570,RC-00270,2026-01-12T11:01:00Z,mobile,east,USD,refunded,9.00,480.00,2026-01-12T11:01:00Z
orders-000571,OR-000571,RC-00271,2026-01-12T11:30:00Z,mobile,south,USD,completed,14.00,370.00,2026-01-12T11:30:00Z
orders-000572,OR-000572,RC-00272,2026-01-12T11:59:00Z,web,south,USD,completed,18.00,247.00,2026-01-12T11:59:00Z
orders-000573,OR-000573,RC-00273,2026-01-12T12:28:00Z,web,south,USD,completed,15.00,370.00,2026-01-12T12:28:00Z
orders-000574,OR-000574,RC-00274,2026-01-12T12:57:00Z,web,west,USD,refunded,3.00,410.00,2026-01-12T12:57:00Z
orders-000575,OR-000575,RC-00275,2026-01-12T13:26:00Z,mobile,south,USD,refunded,16.00,308.00,2026-01-12T13:26:00Z
orders-000576,OR-000576,RC-00276,2026-01-12T13:55:00Z,mobile,west,USD,completed,1.00,468.00,2026-01-12T13:55:00Z
orders-000577,OR-000577,RC-00277,2026-01-12T14:24:00Z,store,west,USD,refunded,17.00,468.00,2026-01-12T14:24:00Z
orders-000578,OR-000578,RC-00278,2026-01-12T14:53:00Z,store,west,USD,completed,6.00,95.00,2026-01-12T14:53:00Z
orders-000579,OR-000579,RC-00279,2026-01-12T15:22:00Z,web,east,USD,completed,3.00,411.00,2026-01-12T15:22:00Z
orders-000580,OR-000580,RC-00280,2026-01-12T15:51:00Z,store,south,USD,completed,15.00,273.00,2026-01-12T15:51:00Z
orders-000581,OR-000581,RC-00281,2026-01-12T16:20:00Z,mobile,north,USD,refunded,12.00,189.00,2026-01-12T16:20:00Z
orders-000582,OR-000582,RC-00282,2026-01-12T16:49:00Z,web,north,USD,completed,6.00,332.00,2026-01-12T16:49:00Z
orders-000583,OR-000583,RC-00283,2026-01-12T17:18:00Z,mobile,east,USD,completed,14.00,89.00,2026-01-12T17:18:00Z
orders-000584,OR-000584,RC-00284,2026-01-12T17:47:00Z,store,north,USD,completed,14.00,183.00,2026-01-12T17:47:00Z
orders-000585,OR-000585,RC-00285,2026-01-12T18:16:00Z,mobile,south,USD,refunded,1.00,99.00,2026-01-12T18:16:00Z
orders-000586,OR-000586,RC-00286,2026-01-12T18:45:00Z,mobile,west,USD,completed,14.00,156.00,2026-01-12T18:45:00Z
orders-000587,OR-000587,RC-00287,2026-01-12T19:14:00Z,mobile,south,USD,completed,16.00,345.00,2026-01-12T19:14:00Z
orders-000588,OR-000588,RC-00288,2026-01-12T19:43:00Z,store,north,USD,completed,9.00,158.00,2026-01-12T19:43:00Z
orders-000589,OR-000589,RC-00289,2026-01-12T20:12:00Z,web,west,USD,completed,0.00,286.00,2026-01-12T20:12:00Z
orders-000590,OR-000590,RC-00290,2026-01-12T20:41:00Z,web,west,USD,completed,16.00,50.00,2026-01-12T20:41:00Z
orders-000591,OR-000591,RC-00291,2026-01-12T21:10:00Z,mobile,south,USD,completed,19.00,252.00,2026-01-12T21:10:00Z
orders-000592,OR-000592,RC-00292,2026-01-12T21:39:00Z,web,east,USD,completed,20.00,132.00,2026-01-12T21:39:00Z
orders-000593,OR-000593,RC-00293,2026-01-12T22:08:00Z,store,south,USD,refunded,2.00,277.00,2026-01-12T22:08:00Z
orders-000594,OR-000594,RC-00294,2026-01-12T22:37:00Z,web,west,USD,refunded,11.00,202.00,2026-01-12T22:37:00Z
orders-000595,OR-000595,RC-00295,2026-01-12T23:06:00Z,store,east,USD,refunded,8.00,227.00,2026-01-12T23:06:00Z
orders-000596,OR-000596,RC-00296,2026-01-12T23:35:00Z,mobile,east,USD,completed,20.00,352.00,2026-01-12T23:35:00Z
orders-000597,OR-000597,RC-00297,2026-01-13T00:04:00Z,mobile,north,USD,completed,16.00,57.00,2026-01-13T00:04:00Z
orders-000598,OR-000598,RC-00298,2026-01-13T00:33:00Z,store,west,USD,completed,11.00,381.00,2026-01-13T00:33:00Z
orders-000599,OR-000599,RC-00299,2026-01-13T01:02:00Z,store,east,USD,refunded,6.00,378.00,2026-01-13T01:02:00Z
orders-000600,OR-000600,RC-00300,2026-01-13T01:31:00Z,store,east,USD,completed,3.00,37.00,2026-01-13T01:31:00Z
orders-000601,OR-000601,RC-00001,2026-01-13T02:00:00Z,web,south,USD,refunded,18.00,420.00,2026-01-13T02:00:00Z
orders-000602,OR-000602,RC-00002,2026-01-13T02:29:00Z,mobile,south,USD,completed,9.00,133.00,2026-01-13T02:29:00Z
orders-000603,OR-000603,RC-00003,2026-01-13T02:58:00Z,store,west,USD,completed,20.00,249.00,2026-01-13T02:58:00Z
orders-000604,OR-000604,RC-00004,2026-01-13T03:27:00Z,web,east,USD,refunded,18.00,160.00,2026-01-13T03:27:00Z
orders-000605,OR-000605,RC-00005,2026-01-13T03:56:00Z,store,west,USD,completed,18.00,125.00,2026-01-13T03:56:00Z
orders-000606,OR-000606,RC-00006,2026-01-13T04:25:00Z,store,south,USD,refunded,1.00,495.00,2026-01-13T04:25:00Z
orders-000607,OR-000607,RC-00007,2026-01-13T04:54:00Z,mobile,east,USD,refunded,2.00,289.00,2026-01-13T04:54:00Z
orders-000608,OR-000608,RC-00008,2026-01-13T05:23:00Z,web,south,USD,completed,17.00,466.00,2026-01-13T05:23:00Z
orders-000609,OR-000609,RC-00009,2026-01-13T05:52:00Z,mobile,east,USD,refunded,6.00,453.00,2026-01-13T05:52:00Z
orders-000610,OR-000610,RC-00010,2026-01-13T06:21:00Z,web,south,USD,completed,16.00,228.00,2026-01-13T06:21:00Z
orders-000611,OR-000611,RC-00011,2026-01-13T06:50:00Z,store,west,USD,completed,2.00,74.00,2026-01-13T06:50:00Z
orders-000612,OR-000612,RC-00012,2026-01-13T07:19:00Z,web,north,USD,refunded,1.00,63.00,2026-01-13T07:19:00Z
orders-000613,OR-000613,RC-00013,2026-01-13T07:48:00Z,web,north,USD,completed,10.00,365.00,2026-01-13T07:48:00Z
orders-000614,OR-000614,RC-00014,2026-01-13T08:17:00Z,store,east,USD,refunded,3.00,479.00,2026-01-13T08:17:00Z
orders-000615,OR-000615,RC-00015,2026-01-13T08:46:00Z,web,west,USD,refunded,13.00,39.00,2026-01-13T08:46:00Z
orders-000616,OR-000616,RC-00016,2026-01-13T09:15:00Z,mobile,west,USD,completed,13.00,426.00,2026-01-13T09:15:00Z
orders-000617,OR-000617,RC-00017,2026-01-13T09:44:00Z,mobile,west,USD,completed,7.00,438.00,2026-01-13T09:44:00Z
orders-000618,OR-000618,RC-00018,2026-01-13T10:13:00Z,store,north,USD,completed,5.00,256.00,2026-01-13T10:13:00Z
orders-000619,OR-000619,RC-00019,2026-01-13T10:42:00Z,web,south,USD,completed,20.00,333.00,2026-01-13T10:42:00Z
orders-000620,OR-000620,RC-00020,2026-01-13T11:11:00Z,web,south,USD,completed,4.00,165.00,2026-01-13T11:11:00Z
orders-000621,OR-000621,RC-00021,2026-01-13T11:40:00Z,web,west,USD,refunded,19.00,441.00,2026-01-13T11:40:00Z
orders-000622,OR-000622,RC-00022,2026-01-13T12:09:00Z,mobile,west,USD,completed,4.00,354.00,2026-01-13T12:09:00Z
orders-000623,OR-000623,RC-00023,2026-01-13T12:38:00Z,mobile,west,USD,completed,0.00,30.00,2026-01-13T12:38:00Z
