source_row_id,order_id,line_number,product_id,quantity,unit_price,discount_amount,updated_at
order_items-001403,OR-000203,2,PR-00053,1,241.00,3.00,2026-01-13T15:46:00Z
order_items-001404,OR-000204,2,PR-00054,4,77.00,1.00,2026-01-13T15:59:00Z
order_items-001405,OR-000205,2,PR-00055,1,176.00,6.00,2026-01-13T16:12:00Z
order_items-001406,OR-000206,2,PR-00056,3,86.00,4.00,2026-01-13T16:25:00Z
order_items-001407,OR-000207,2,PR-00057,1,95.00,9.00,2026-01-13T16:38:00Z
order_items-001408,OR-000208,2,PR-00058,4,265.00,2.00,2026-01-13T16:51:00Z
order_items-001409,OR-000209,2,PR-00059,4,119.00,5.00,2026-01-13T17:04:00Z
order_items-001410,OR-000210,2,PR-00060,3,281.00,7.00,2026-01-13T17:17:00Z
order_items-001411,OR-000211,2,PR-00061,4,126.00,4.00,2026-01-13T17:30:00Z
order_items-001412,OR-000212,2,PR-00062,1,269.00,9.00,2026-01-13T17:43:00Z
order_items-001413,OR-000213,2,PR-00063,3,273.00,1.00,2026-01-13T17:56:00Z
order_items-001414,OR-000214,2,PR-00064,4,212.00,5.00,2026-01-13T18:09:00Z
order_items-001415,OR-000215,2,PR-00065,2,288.00,7.00,2026-01-13T18:22:00Z
order_items-001416,OR-000216,2,PR-00066,4,84.00,10.00,2026-01-13T18:35:00Z
order_items-001417,OR-000217,2,PR-00067,1,24.00,6.00,2026-01-13T18:48:00Z
order_items-001418,OR-000218,2,PR-00068,3,119.00,8.00,2026-01-13T19:01:00Z
order_items-001419,OR-000219,2,PR-00069,4,132.00,6.00,2026-01-13T19:14:00Z
order_items-001420,OR-000220,2,PR-00070,2,284.00,8.00,2026-01-13T19:27:00Z
order_items-001421,OR-000221,2,PR-00071,3,108.00,6.00,2026-01-13T19:40:00Z
order_items-001422,OR-000222,2,PR-00072,2,106.00,2.00,2026-01-13T19:53:00Z
order_items-001423,OR-000223,2,PR-00073,2,73.00,10.00,2026-01-13T20:06:00Z
order_items-001424,OR-000224,2,PR-00074,2,239.00,6.00,2026-01-13T20:19:00Z
order_items-001425,OR-000225,2,PR-00075,2,86.00,10.00,2026-01-13T20:32:00Z
order_items-001426,OR-000226,2,PR-00076,3,35.00,8.00,2026-01-13T20:45:00Z
order_items-001427,OR-000227,2,PR-00077,2,243.00,3.00,2026-01-13T20:58:00Z
order_items-001428,OR-000228,2,PR-00078,4,282.00,7.00,2026-01-13T21:11:00Z
order_items-001429,OR-000229,2,PR-00079,1,160.00,4.00,2026-01-13T21:24:00Z
order_items-001430,OR-000230,2,PR-00080,4,176.00,6.00,2026-01-13T21:37:00Z
order_items-001431,OR-000231,2,PR-00081,2,42.00,1.00,2026-01-13T21:50:00Z
order_items-001432,OR-000232,2,PR-00082,3,192.00,5.00,2026-01-13T22:03:00Z
order_items-001433,OR-000233,2,PR-00083,4,62.00,9.00,2026-01-13T22:16:00Z
order_items-001434,OR-000234,2,PR-00084,3,297.00,6.00,2026-01-13T22:29:00Z
order_items-001435,OR-000235,2,PR-00085,2,88.00,1.00,2026-01-13T22:42:00Z
order_items-001436,OR-000236,2,PR-00086,4,60.00,4.00,2026-01-13T22:55:00Z
order_items-001437,OR-000237,2,PR-00087,2,11.00,1.00,2026-01-13T23:08:00Z
order_items-001438,OR-000238,2,PR-00088,1,279.00,9.00,2026-01-13T23:21:00Z
order_items-001439,OR-000239,2,PR-00089,4,34.00,1.00,2026-01-13T23:34:00Z
order_items-001440,OR-000240,2,PR-00090,2,252.00,9.00,2026-01-13T23:47:00Z
order_items-001441,OR-000241,2,PR-00091,4,27.00,7.00,2026-01-14T00:00:00Z
order_items-001442,OR-000242,2,PR-00092,3,147.00,3.00,2026-01-14T00:13:00Z
order_items-001443,OR-000243,2,PR-00093,2,14.00,10.00,2026-01-14T00:26:00Z
order_items-001444,OR-000244,2,PR-00094,2,36.00,5.00,2026-01-14T00:39:00Z
order_items-001445,OR-000245,2,PR-00095,3,202.00,9.00,2026-01-14T00:52:00Z
order_items-001446,OR-000246,2,PR-00096,3,99.00,8.00,2026-01-14T01:05:00Z
order_items-001447,OR-000247,2,PR-00097,1,209.00,10.00,2026-01-14T01:18:00Z
order_items-001448,OR-000248,2,PR-00098,1,266.00,1.00,2026-01-14T01:31:00Z
order_items-001449,OR-000249,2,PR-00099,1,292.00,1.00,2026-01-14T01:44:00Z
order_items-001450,OR-000250,2,PR-00100,3,232.00,4.00,2026-01-14T01:57:00Z
order_items-001451,OR-000251,2,PR-00101,1,161.00,1.00,2026-01-14T02:10:00Z
order_items-001452,OR-000252,2,PR-00102,3,280.00,5.00,2026-01-14T02:23:00Z
order_items-001453,OR-000253,2,PR-00103,2,140.00,5.00,2026-01-14T02:36:00Z
order_items-001454,OR-000254,2,PR-00104,3,194.00,8.00,2026-01-14T02:49:00Z
order_items-001455,OR-000255,2,PR-00105,2,51.00,6.00,2026-01-14T03:02:00Z
order_items-001456,OR-000256,2,PR-00106,4,168.00,0.00,2026-01-14T03:15:00Z
order_items-001457,OR-000257,2,PR-00107,4,185.00,1.00,2026-01-14T03:28:00Z
order_items-001458,OR-000258,2,PR-00108,2,210.00,9.00,2026-01-14T03:41:00Z
order_items-001459,OR-000259,2,PR-00109,2,64.00,3.00,2026-01-14T03:54:00Z
order_items-001460,OR-000260,2,PR-00110,3,121.00,8.00,2026-01-14T04:07:00Z
order_items-001461,OR-000261,2,PR-00111,4,29.00,8.00,2026-01-14T04:20:00Z
order_items-001462,OR-000262,2,PR-00112,1,142.00,9.00,2026-01-14T04:33:00Z
order_items-001463,OR-000263,2,PR-00113,1,207.00,6.00,2026-01-14T04:46:00Z
order_items-001464,OR-000264,2,PR-00114,1,202.00,6.00,2026-01-14T04:59:00Z
order_items-001465,OR-000265,2,PR-00115,4,128.00,7.00,2026-01-14T05:12:00Z
order_items-001466,OR-000266,2,PR-00116,1,286.00,7.00,2026-01-14T05:25:00Z
order_items-001467,OR-000267,2,PR-00117,3,213.00,6.00,2026-01-14T05:38:00Z
order_items-001468,OR-000268,2,PR-00118,4,26.00,1.00,2026-01-14T05:51:00Z
order_items-001469,OR-000269,2,PR-00119,1,37.00,5.00,2026-01-14T06:04:00Z
order_items-001470,OR-000270,2,PR-00120,1,130.00,8.00,2026-01-14T06:17:00Z
order_items-001471,OR-000271,2,PR-00121,2,290.00,6.00,2026-01-14T06:30:00Z
order_items-001472,OR-000272,2,PR-00122,1,169.00,6.00,2026-01-14T06:43:00Z
order_items-001473,OR-000273,2,PR-00123,3,216.00,5.00,2026-01-14T06:56:00Z
order_items-001474,OR-000274,2,PR-00124,2,134.00,5.00,2026-01-14T07:09:00Z
order_items-001475,OR-000275,2,PR-00125,2,277.00,2.00,2026-01-14T07:22:00Z
order_items-001476,OR-000276,2,PR-00126,3,73.00,1.00,2026-01-14T07:35:00Z
order_items-001477,OR-000277,2,PR-00127,4,183.00,10.00,2026-01-14T07:48:00Z
order_items-001478,OR-000278,2,PR-00128,1,193.00,6.00,2026-01-14T08:01:00Z
order_items-001479,OR-000279,2,PR-00129,2,5.00,9.00,2026-01-14T08:14:00Z
order_items-001480,OR-000280,2,PR-00130,3,169.00,3.00,2026-01-14T08:27:00Z
order_items-001481,OR-000281,2,PR-00131,4,7.00,5.00,2026-01-14T08:40:00Z
order_items-001482,OR-000282,2,PR-00132,1,81.00,3.00,2026-01-14T08:53:00Z
order_items-001483,OR-000283,2,PR-00133,2,118.00,8.00,2026-01-14T09:06:00Z
order_items-001484,OR-000284,2,PR-00134,4,32.00,5.00,2026-01-14T09:19:00Z
order_items-001485,OR-000285,2,PR-00135,3,258.00,8.00,2026-01-14T09:32:00Z
order_items-001486,OR-000286,2,PR-00136,4,97.00,10.00,2026-01-14T09:45:00Z
order_items-001487,OR-000287,2,PR-00137,1,131.00,9.00,2026-01-14T09:58:00Z
order_items-001488,OR-000288,2,PR-00138,3,143.00,8.00,2026-01-14T10:11:00Z
order_items-001489,OR-000289,2,PR-00139,2,28.00,0.00,2026-01-14T10:24:00Z
order_items-001490,OR-000290,2,PR-00140,4,27.00,5.00,2026-01-14T10:37:00Z
order_items-001491,OR-000291,2,PR-00141,4,279.00,4.00,2026-01-14T10:50:00Z
order_items-001492,OR-000292,2,PR-00142,2,40.00,10.00,2026-01-14T11:03:00Z
order_items-001493,OR-000293,2,PR-00143,2,81.00,9.00,2026-01-14T11:16:00Z
order_items-001494,OR-000294,2,PR-00144,1,111.00,0.00,2026-01-14T11:29:00Z
order_items-001495,OR-000295,2,PR-00145,4,257.00,6.00,2026-01-14T11:42:00Z
order_items-001496,OR-000296,2,PR-00146,1,122.00,1.00,2026-01-14T11:55:00Z
order_items-001497,OR-000297,2,PR-00147,3,66.00,6.00,2026-01-14T12:08:00Z
order_items-001498,OR-000298,2,PR-00148,4,68.00,0.00,2026-01-14T12:21:00Z
order_items-001499,OR-000299,2,PR-00149,3,297.00,5.00,2026-01-14T12:34:00Z
order_items-001500,OR-000300,2,PR-00150,4,266.00,10.00,2026-01-14T12:47:00Z
order_items-001501,OR-000301,2,PR-00001,4,292.00,5.00,2026-01-14T13:00:00Z
order_items-001502,OR-000302,2,PR-00002,2,269.00,7.00,2026-01-14T13:13:00Z
order_items-001503,OR-000303,2,PR-00003,2,200.00,4.00,2026-01-14T13:26:00Z
order_items-001504,OR-000304,2,PR-00004,2,242.00,6.00,2026-01-14T13:39:00Z
order_items-001505,OR-000305,2,PR-00005,3,187.00,6.00,2026-01-14T13:52:00Z
order_items-001506,OR-000306,2,PR-00006,2,193.00,4.00,2026-01-14T14:05:00Z
order_items-001507,OR-000307,2,PR-00007,3,40.00,3.00,2026-01-14T14:18:00Z
order_items-001508,OR-000308,2,PR-00008,2,155.00,10.00,2026-01-14T14:31:00Z
order_items-001509,OR-000309,2,PR-00009,1,138.00,5.00,2026-01-14T14:44:00Z
order_items-001510,OR-000310,2,PR-00010,2,182.00,6.00,2026-01-14T14:57:00Z
order_items-001511,OR-000311,2,PR-00011,3,140.00,0.00,2026-01-14T15:10:00Z
order_items-001512,OR-000312,2,PR-00012,2,206.00,0.00,2026-01-14T15:23:00Z
order_items-001513,OR-000313,2,PR-00013,2,178.00,8.00,2026-01-14T15:36:00Z
order_items-001514,OR-000314,2,PR-00014,4,271.00,1.00,2026-01-14T15:49:00Z
order_items-001515,OR-000315,2,PR-00015,2,237.00,3.00,2026-01-14T16:02:00Z
order_items-001516,OR-000316,2,PR-00016,1,138.00,6.00,2026-01-14T16:15:00Z
order_items-001517,OR-000317,2,PR-00017,3,216.00,7.00,2026-01-14T16:28:00Z
order_items-001518,OR-000318,2,PR-00018,4,10.00,2.00,2026-01-14T16:41:00Z
order_items-001519,OR-000319,2,PR-00019,3,235.00,0.00,2026-01-14T16:54:00Z
order_items-001520,OR-000320,2,PR-00020,2,30.00,5.00,2026-01-14T17:07:00Z
order_items-001521,OR-000321,2,PR-00021,4,254.00,4.00,2026-01-14T17:20:00Z
order_items-001522,OR-000322,2,PR-00022,2,60.00,2.00,2026-01-14T17:33:00Z
order_items-001523,OR-000323,2,PR-00023,2,282.00,9.00,2026-01-14T17:46:00Z
order_items-001524,OR-000324,2,PR-00024,4,274.00,0.00,2026-01-14T17:59:00Z
order_items-001525,OR-000325,2,PR-00025,2,190.00,6.00,2026-01-14T18:12:00Z
order_items-001526,OR-000326,2,PR-00026,4,85.00,9.00,2026-01-14T18:25:00Z
order_items-001527,OR-000327,2,PR-00027,4,159.00,1.00,2026-01-14T18:38:00Z
order_items-001528,OR-000328,2,PR-00028,2,207.00,5.00,2026-01-14T18:51:00Z
order_items-001529,OR-000329,2,PR-00029,4,252.00,5.00,2026-01-14T19:04:00Z
order_items-001530,OR-000330,2,PR-00030,3,13.00,9.00,2026-01-14T19:17:00Z
order_items-001531,OR-000331,2,PR-00031,3,72.00,5.00,2026-01-14T19:30:00Z
order_items-001532,OR-000332,2,PR-00032,3,168.00,6.00,2026-01-14T19:43:00Z
order_items-001533,OR-000333,2,PR-00033,1,12.00,3.00,2026-01-14T19:56:00Z
order_items-001534,OR-000334,2,PR-00034,4,131.00,1.00,2026-01-14T20:09:00Z
order_items-001535,OR-000335,2,PR-00035,3,54.00,5.00,2026-01-14T20:22:00Z
order_items-001536,OR-000336,2,PR-00036,2,105.00,3.00,2026-01-14T20:35:00Z
order_items-001537,OR-000337,2,PR-00037,2,92.00,5.00,2026-01-14T20:48:00Z
order_items-001538,OR-000338,2,PR-00038,2,300.00,5.00,2026-01-14T21:01:00Z
order_items-001539,OR-000339,2,PR-00039,2,5.00,3.00,2026-01-14T21:14:00Z
order_items-001540,OR-000340,2,PR-00040,3,159.00,2.00,2026-01-14T21:27:00Z
order_items-001541,OR-000341,2,PR-00041,1,60.00,7.00,2026-01-14T21:40:00Z
order_items-001542,OR-000342,2,PR-00042,1,208.00,0.00,2026-01-14T21:53:00Z
order_items-001543,OR-000343,2,PR-00043,1,256.00,10.00,2026-01-14T22:06:00Z
order_items-001544,OR-000344,2,PR-00044,1,129.00,9.00,2026-01-14T22:19:00Z
order_items-001545,OR-000345,2,PR-00045,3,237.00,1.00,2026-01-14T22:32:00Z
order_items-001546,OR-000346,2,PR-00046,2,183.00,2.00,2026-01-14T22:45:00Z
order_items-001547,OR-000347,2,PR-00047,4,63.00,7.00,2026-01-14T22:58:00Z
order_items-001548,OR-000348,2,PR-00048,3,48.00,10.00,2026-01-14T23:11:00Z
order_items-001549,OR-000349,2,PR-00049,1,235.00,10.00,2026-01-14T23:24:00Z
order_items-001550,OR-000350,2,PR-00050,2,31.00,3.00,2026-01-14T23:37:00Z
order_items-001551,OR-000351,2,PR-00051,2,103.00,10.00,2026-01-14T23:50:00Z
order_items-001552,OR-000352,2,PR-00052,3,5.00,10.00,2026-01-15T00:03:00Z
order_items-001553,OR-000353,2,PR-00053,3,26.00,9.00,2026-01-15T00:16:00Z
order_items-001554,OR-000354,2,PR-00054,4,165.00,8.00,2026-01-15T00:29:00Z
order_items-001555,OR-000355,2,PR-00055,2,251.00,2.00,2026-01-15T00:42:00Z
order_items-001556,OR-000356,2,PR-00056,3,295.00,2.00,2026-01-15T00:55:00Z
order_items-001557,OR-000357,2,PR-00057,2,152.00,6.00,2026-01-15T01:08:00Z
order_items-001558,OR-000358,2,PR-00058,4,195.00,6.00,2026-01-15T01:21:00Z
order_items-001559,OR-000359,2,PR-00059,1,90.00,4.00,2026-01-15T01:34:00Z
order_items-001560,OR-000360,2,PR-00060,4,256.00,4.00,2026-01-15T01:47:00Z
order_items-001561,OR-000361,2,PR-00061,3,277.00,10.00,2026-01-15T02:00:00Z
order_items-001562,OR-000362,2,PR-00062,1,134.00,3.00,2026-01-15T02:13:00Z
order_items-001563,OR-000363,2,PR-00063,4,207.00,4.00,2026-01-15T02:26:00Z
order_items-001564,OR-000364,2,PR-00064,3,163.00,9.00,2026-01-15T02:39:00Z
order_items-001565,OR-000365,2,PR-00065,2,132.00,1.00,2026-01-15T02:52:00Z
order_items-001566,OR-000366,2,PR-00066,4,26.00,0.00,2026-01-15T03:05:00Z
order_items-001567,OR-000367,2,PR-00067,1,247.00,9.00,2026-01-15T03:18:00Z
order_items-001568,OR-000368,2,PR-00068,2,229.00,6.00,2026-01-15T03:31:00Z
order_items-001569,OR-000369,2,PR-00069,4,220.00,4.00,2026-01-15T03:44:00Z
order_items-001570,OR-000370,2,PR-00070,1,139.00,3.00,2026-01-15T03:57:00Z
order_items-001571,OR-000371,2,PR-00071,2,79.00,8.00,2026-01-15T04:10:00Z
order_items-001572,OR-000372,2,PR-00072,3,290.00,1.00,2026-01-15T04:23:00Z
order_items-001573,OR-000373,2,PR-00073,1,119.00,5.00,2026-01-15T04:36:00Z
order_items-001574,OR-000374,2,PR-00074,3,106.00,8.00,2026-01-15T04:49:00Z
order_items-001575,OR-000375,2,PR-00075,3,198.00,4.00,2026-01-15T05:02:00Z
order_items-001576,OR-000376,2,PR-00076,1,11.00,6.00,2026-01-15T05:15:00Z
order_items-001577,OR-000377,2,PR-00077,2,264.00,9.00,2026-01-15T05:28:00Z
order_items-001578,OR-000378,2,PR-00078,3,130.00,10.00,2026-01-15T05:41:00Z
order_items-001579,OR-000379,2,PR-00079,4,171.00,10.00,2026-01-15T05:54:00Z
order_items-001580,OR-000380,2,PR-00080,2,284.00,1.00,2026-01-15T06:07:00Z
order_items-001581,OR-000381,2,PR-00081,4,66.00,3.00,2026-01-15T06:20:00Z
order_items-001582,OR-000382,2,PR-00082,4,191.00,4.00,2026-01-15T06:33:00Z
order_items-001583,OR-000383,2,PR-00083,4,216.00,10.00,2026-01-15T06:46:00Z
order_items-001584,OR-000384,2,PR-00084,1,49.00,0.00,2026-01-15T06:59:00Z
order_items-001585,OR-000385,2,PR-00085,3,226.00,9.00,2026-01-15T07:12:00Z
order_items-001586,OR-000386,2,PR-00086,1,30.00,8.00,2026-01-15T07:25:00Z
order_items-001587,OR-000387,2,PR-00087,1,143.00,6.00,2026-01-15T07:38:00Z
order_items-001588,OR-000388,2,PR-00088,1,162.00,8.00,2026-01-15T07:51:00Z
order_items-001589,OR-000389,2,PR-00089,1,236.00,1.00,2026-01-15T08:04:00Z
order_items-001590,OR-000390,2,PR-00090,1,107.00,4.00,2026-01-15T08:17:00Z
order_items-001591,OR-000391,2,PR-00091,1,89.00,9.00,2026-01-15T08:30:00Z
order_items-001592,OR-000392,2,PR-00092,1,285.00,0.00,2026-01-15T08:43:00Z
order_items-001593,OR-000393,2,PR-00093,3,61.00,2.00,2026-01-15T08:56:00Z
order_items-001594,OR-000394,2,PR-00094,2,190.00,9.00,2026-01-15T09:09:00Z
order_items-001595,OR-000395,2,PR-00095,2,288.00,4.00,2026-01-15T09:22:00Z
order_items-001596,OR-000396,2,PR-00096,2,209.00,5.00,2026-01-15T09:35:00Z
order_items-001597,OR-000397,2,PR-00097,2,60.00,3.00,2026-01-15T09:48:00Z
order_items-001598,OR-000398,2,PR-00098,1,202.00,4.00,2026-01-15T10:01:00Z
order_items-001599,OR-000399,2,PR-00099,4,136.00,5.00,2026-01-15T10:14:00Z
order_items-001600,OR-000400,2,PR-00100,4,201.00,1.00,2026-01-15T10:27:00Z
order_items-001601,OR-000401,2,PR-00101,1,135.00,6.00,2026-01-15T10:40:00Z
order_items-001602,OR-000402,2,PR-00102,2,32.00,0.00,2026-01-15T10:53:00Z
order_items-001603,OR-000403,2,PR-00103,1,192.00,5.00,2026-01-15T11:06:00Z
order_items-001604,OR-000404,2,PR-00104,1,32.00,9.00,2026-01-15T11:19:00Z
order_items-001605,OR-000405,2,PR-00105,2,193.00,9.00,2026-01-15T11:32:00Z
order_items-001606,OR-000406,2,PR-00106,3,125.00,9.00,2026-01-15T11:45:00Z
order_items-001607,OR-000407,2,PR-00107,3,68.00,9.00,2026-01-15T11:58:00Z
order_items-001608,OR-000408,2,PR-00108,2,37.00,2.00,2026-01-15T12:11:00Z
order_items-001609,OR-000409,2,PR-00109,4,295.00,4.00,2026-01-15T12:24:00Z
order_items-001610,OR-000410,2,PR-00110,1,145.00,4.00,2026-01-15T12:37:00Z
order_items-001611,OR-000411,2,PR-00111,2,205.00,7.00,2026-01-15T12:50:00Z
order_items-001612,OR-000412,2,PR-00112,3,98.00,8.00,2026-01-15T13:03:00Z
order_items-001613,OR-000413,2,PR-00113,1,90.00,6.00,2026-01-15T13:16:00Z
order_items-001614,OR-000414,2,PR-00114,1,50.00,2.00,2026-01-15T13:29:00Z
order_items-001615,OR-000415,2,PR-00115,3,225.00,9.00,2026-01-15T13:42:00Z
order_items-001616,OR-000416,2,PR-00116,2,137.00,0.00,2026-01-15T13:55:00Z
order_items-001617,OR-000417,2,PR-00117,2,196.00,2.00,2026-01-15T14:08:00Z
order_items-001618,OR-000418,2,PR-00118,4,45.00,0.00,2026-01-15T14:21:00Z
order_items-001619,OR-000419,2,PR-00119,2,247.00,8.00,2026-01-15T14:34:00Z
order_items-001620,OR-000420,2,PR-00120,4,106.00,0.00,2026-01-15T14:47:00Z
order_items-001621,OR-000421,2,PR-00121,1,269.00,10.00,2026-01-15T15:00:00Z
order_items-001622,OR-000422,2,PR-00122,3,163.00,8.00,2026-01-15T15:13:00Z
order_items-001623,OR-000423,2,PR-00123,3,239.00,0.00,2026-01-15T15:26:00Z
order_items-001624,OR-000424,2,PR-00124,4,60.00,8.00,2026-01-15T15:39:00Z
order_items-001625,OR-000425,2,PR-00125,1,162.00,5.00,2026-01-15T15:52:00Z
order_items-001626,OR-000426,2,PR-00126,1,224.00,0.00,2026-01-15T16:05:00Z
order_items-001627,OR-000427,2,PR-00127,4,220.00,2.00,2026-01-15T16:18:00Z
order_items-001628,OR-000428,2,PR-00128,1,53.00,8.00,2026-01-15T16:31:00Z
order_items-001629,OR-000429,2,PR-00129,3,198.00,10.00,2026-01-15T16:44:00Z
order_items-001630,OR-000430,2,PR-00130,1,249.00,4.00,2026-01-15T16:57:00Z
order_items-001631,OR-000431,2,PR-00131,4,29.00,3.00,2026-01-15T17:10:00Z
order_items-001632,OR-000432,2,PR-00132,3,242.00,3.00,2026-01-15T17:23:00Z
order_items-001633,OR-000433,2,PR-00133,1,16.00,10.00,2026-01-15T17:36:00Z
order_items-001634,OR-000434,2,PR-00134,4,5.00,10.00,2026-01-15T17:49:00Z
order_items-001635,OR-000435,2,PR-00135,4,212.00,5.00,2026-01-15T18:02:00Z
order_items-001636,OR-000436,2,PR-00136,1,94.00,3.00,2026-01-15T18:15:00Z
order_items-001637,OR-000437,2,PR-00137,2,292.00,3.00,2026-01-15T18:28:00Z
order_items-001638,OR-000438,2,PR-00138,3,105.00,8.00,2026-01-15T18:41:00Z
order_items-001639,OR-000439,2,PR-00139,4,123.00,9.00,2026-01-15T18:54:00Z
order_items-001640,OR-000440,2,PR-00140,3,160.00,2.00,2026-01-15T19:07:00Z
order_items-001641,OR-000441,2,PR-00141,2,282.00,2.00,2026-01-15T19:20:00Z
order_items-001642,OR-000442,2,PR-00142,4,128.00,10.00,2026-01-15T19:33:00Z
order_items-001643,OR-000443,2,PR-00143,4,49.00,9.00,2026-01-15T19:46:00Z
order_items-001644,OR-000444,2,PR-00144,3,93.00,5.00,2026-01-15T19:59:00Z
order_items-001645,OR-000445,2,PR-00145,1,155.00,9.00,2026-01-15T20:12:00Z
order_items-001646,OR-000446,2,PR-00146,4,231.00,9.00,2026-01-15T20:25:00Z
order_items-001647,OR-000447,2,PR-00147,4,174.00,6.00,2026-01-15T20:38:00Z
order_items-001648,OR-000448,2,PR-00148,3,36.00,9.00,2026-01-15T20:51:00Z
order_items-001649,OR-000449,2,PR-00149,1,272.00,8.00,2026-01-15T21:04:00Z
order_items-001650,OR-000450,2,PR-00150,3,36.00,10.00,2026-01-15T21:17:00Z
order_items-001651,OR-000451,2,PR-00001,1,264.00,4.00,2026-01-15T21:30:00Z
order_items-001652,OR-000452,2,PR-00002,3,15.00,5.00,2026-01-15T21:43:00Z
order_items-001653,OR-000453,2,PR-00003,3,275.00,2.00,2026-01-15T21:56:00Z
order_items-001654,OR-000454,2,PR-00004,3,136.00,3.00,2026-01-15T22:09:00Z
order_items-001655,OR-000455,2,PR-00005,3,208.00,8.00,2026-01-15T22:22:00Z
order_items-001656,OR-000456,2,PR-00006,2,181.00,2.00,2026-01-15T22:35:00Z
order_items-001657,OR-000457,2,PR-00007,3,295.00,2.00,2026-01-15T22:48:00Z
order_items-001658,OR-000458,2,PR-00008,2,111.00,8.00,2026-01-15T23:01:00Z
order_items-001659,OR-000459,2,PR-00009,3,197.00,9.00,2026-01-15T23:14:00Z
order_items-001660,OR-000460,2,PR-00010,4,94.00,2.00,2026-01-15T23:27:00Z
order_items-001661,OR-000461,2,PR-00011,1,40.00,6.00,2026-01-15T23:40:00Z
order_items-001662,OR-000462,2,PR-00012,1,113.00,7.00,2026-01-15T23:53:00Z
order_items-001663,OR-000463,2,PR-00013,2,140.00,5.00,2026-01-16T00:06:00Z
order_items-001664,OR-000464,2,PR-00014,2,178.00,8.00,2026-01-16T00:19:00Z
order_items-001665,OR-000465,2,PR-00015,3,189.00,2.00,2026-01-16T00:32:00Z
order_items-001666,OR-000466,2,PR-00016,4,89.00,1.00,2026-01-16T00:45:00Z
order_items-001667,OR-000467,2,PR-00017,2,50.00,2.00,2026-01-16T00:58:00Z
order_items-001668,OR-000468,2,PR-00018,4,189.00,4.00,2026-01-16T01:11:00Z
order_items-001669,OR-000469,2,PR-00019,3,139.00,1.00,2026-01-16T01:24:00Z
order_items-001670,OR-000470,2,PR-00020,3,43.00,3.00,2026-01-16T01:37:00Z
order_items-001671,OR-000471,2,PR-00021,3,99.00,7.00,2026-01-16T01:50:00Z
order_items-001672,OR-000472,2,PR-00022,2,122.00,8.00,2026-01-16T02:03:00Z
order_items-001673,OR-000473,2,PR-00023,1,232.00,6.00,2026-01-16T02:16:00Z
order_items-001674,OR-000474,2,PR-00024,3,243.00,3.00,2026-01-16T02:29:00Z
order_items-001675,OR-000475,2,PR-00025,4,219.00,10.00,2026-01-16T02:42:00Z
order_items-001676,OR-000476,2,PR-00026,2,148.00,10.00,2026-01-16T02:55:00Z
order_items-001677,OR-000477,2,PR-00027,4,258.00,0.00,2026-01-16T03:08:00Z
order_items-001678,OR-000478,2,PR-00028,1,143.00,2.00,2026-01-16T03:21:00Z
order_items-001679,OR-000479,2,PR-00029,3,55.00,1.00,2026-01-16T03:34:00Z
order_items-001680,OR-000480,2,PR-00030,4,96.00,7.00,2026-01-16T03:47:00Z
order_items-001681,OR-000481,2,PR-00031,3,88.00,4.00,2026-01-16T04:00:00Z
order_items-001682,OR-000482,2,PR-00032,1,157.00,8.00,2026-01-16T04:13:00Z
order_items-001683,OR-000483,2,PR-00033,2,275.00,3.00,2026-01-16T04:26:00Z
order_items-001684,OR-000484,2,PR-00034,2,194.00,6.00,2026-01-16T04:39:00Z
order_items-001685,OR-000485,2,PR-00035,4,298.00,3.00,2026-01-16T04:52:00Z
order_items-001686,OR-000486,2,PR-00036,4,61.00,1.00,2026-01-16T05:05:00Z
order_items-001687,OR-000487,2,PR-00037,3,234.00,10.00,2026-01-16T05:18:00Z
order_items-001688,OR-000488,2,PR-00038,2,61.00,1.00,2026-01-16T05:31:00Z
order_items-001689,OR-000489,2,PR-00039,4,126.00,7.00,2026-01-16T05:44:00Z
order_items-001690,OR-000490,2,PR-00040,3,99.00,3.00,2026-01-16T05:57:00Z
order_items-001691,OR-000491,2,PR-00041,4,51.00,10.00,2026-01-16T06:10:00Z
order_items-001692,OR-000492,2,PR-00042,3,174.00,1.00,2026-01-16T06:23:00Z
order_items-001693,OR-000493,2,PR-00043,1,144.00,0.00,2026-01-16T06:36:00Z
order_items-001694,OR-000494,2,PR-00044,3,98.00,8.00,2026-01-16T06:49:00Z
order_items-001695,OR-000495,2,PR-00045,1,111.00,5.00,2026-01-16T07:02:00Z
order_items-001696,OR-000496,2,PR-00046,4,209.00,8.00,2026-01-16T07:15:00Z
order_items-001697,OR-000497,2,PR-00047,4,206.00,8.00,2026-01-16T07:28:00Z
order_items-001698,OR-000498,2,PR-00048,3,48.00,3.00,2026-01-16T07:41:00Z
order_items-001699,OR-000499,2,PR-00049,2,80.00,5.00,2026-01-16T07:54:00Z
order_items-001700,OR-000500,2,PR-00050,1,232.00,0.00,2026-01-16T08:07:00Z
order_items-001701,OR-000501,2,PR-00051,1,30.00,4.00,2026-01-16T08:20:00Z
order_items-001702,OR-000502,2,PR-00052,2,39.00,1.00,2026-01-16T08:33:00Z
order_items-001703,OR-000503,2,PR-00053,1,71.00,3.00,2026-01-16T08:46:00Z
order_items-001704,OR-000504,2,PR-00054,1,69.00,8.00,2026-01-16T08:59:00Z
order_items-001705,OR-000505,2,PR-00055,3,156.00,4.00,2026-01-16T09:12:00Z
